month,warehouse,sku_id,category,supplier,demand_plan,actual_demand,demand_variance_pct,stock_on_hand,safety_stock,reorder_point,po_number,po_qty,po_date,expected_receipt_date,po_status,closing_stock,days_of_cover,stockout_risk,unit_cost_inr,inventory_value_inr
2025-02-01,MUM,SKU-026,Personal Care,Hindustan Unilever Ltd,1111,970,-12.7,798,301,481,PO-18363,1294,2025-01-13,2025-02-09,Delivered,1122,34.7,Low,155,173910
2024-09-01,MUM,SKU-027,Food & Beverages,Dabur India,2537,2594,2.2,1900,637,1020,PO-16055,3141,2024-08-08,2024-09-11,In Transit,2447,28.3,Low,360,880920
2024-10-01,MUM,SKU-027,Food & Beverages,Godrej Consumer Products,3328,2920,-12.3,3567,637,1020,,0,,,Not Raised,647,6.6,High,360,232920
2024-11-01,MUM,SKU-027,Food & Beverages,Hindustan Unilever Ltd,3118,2707,-13.2,4271,637,1020,,0,,,Not Raised,1564,17.3,Low,360,563040
2024-12-01,MUM,SKU-027,Food & Beverages,Emami Limited,3102,3280,5.7,4020,637,1020,,0,,,Not Raised,740,6.8,High,360,266400
2025-01-01,MUM,SKU-027,Food & Beverages,Godrej Consumer Products,2688,2821,4.9,2242,637,1020,PO-21406,2976,2024-12-04,2025-01-09,In Transit,2397,25.5,Low,360,862920
2025-02-01,MUM,SKU-027,Food & Beverages,Dabur India,2535,2428,-4.2,2636,637,1020,,0,,,Not Raised,208,2.6,High,360,74880
2024-09-01,MUM,SKU-028,Household,Hindustan Unilever Ltd,1478,1497,1.3,1016,401,641,PO-62016,1790,2024-08-05,2024-09-13,Delivered,1309,26.2,Low,290,379610
2024-10-01,MUM,SKU-028,Household,Marico Industries,2128,2203,3.5,1004,401,641,PO-67711,2316,2024-09-11,2024-10-09,In Transit,1117,15.2,Low,290,323930
2024-11-01,MUM,SKU-028,Household,Godrej Consumer Products,2141,1863,-13.0,1541,401,641,PO-35119,2169,2024-10-02,2024-11-07,In Transit,1847,29.7,Low,290,535630
2024-12-01,MUM,SKU-028,Household,Marico Industries,2014,2071,2.8,2624,401,641,,0,,,Not Raised,553,8.0,Medium,290,160370
2025-01-01,MUM,SKU-028,Household,Marico Industries,1666,1698,1.9,1631,401,641,PO-78503,1862,2024-12-14,2025-01-11,Pending,1795,31.7,Low,290,520550
2025-02-01,MUM,SKU-028,Household,ITC Limited,1643,1770,7.7,2741,401,641,,0,,,Not Raised,971,16.5,Low,290,281590
2024-09-01,MUM,SKU-029,Personal Care,ITC Limited,2390,2466,3.2,3985,609,975,,0,,,Not Raised,1519,18.5,Low,430,653170
2024-10-01,MUM,SKU-029,Personal Care,ITC Limited,3277,2872,-12.4,3997,609,975,,0,,,Not Raised,1125,11.8,Medium,430,483750
2024-11-01,MUM,SKU-029,Personal Care,ITC Limited,3025,2766,-8.6,3580,609,975,,0,,,Not Raised,814,8.8,Medium,430,350020
2024-12-01,MUM,SKU-029,Personal Care,Procter & Gamble India,3066,3143,2.5,2928,609,975,PO-19746,3980,2024-11-07,2024-12-12,In Transit,3765,35.9,Low,430,1618950
2025-01-01,MUM,SKU-029,Personal Care,Hindustan Unilever Ltd,2641,2862,8.4,2761,609,975,PO-99442,3372,2024-12-02,2025-01-10,Delivered,3271,34.3,Low,430,1406530
2025-02-01,MUM,SKU-029,Personal Care,Marico Industries,2395,2393,-0.1,2371,609,975,PO-10644,3073,2025-01-16,2025-02-14,In Transit,3051,38.2,Low,430,1311930
2024-09-01,MUM,SKU-030,Food & Beverages,ITC Limited,2556,2177,-14.8,2033,681,1089,PO-70490,3307,2024-08-15,2024-09-13,In Transit,3163,43.6,Low,650,2055950
2024-10-01,MUM,SKU-030,Food & Beverages,Hindustan Unilever Ltd,3330,2917,-12.4,3759,681,1089,,0,,,Not Raised,842,8.7,Medium,650,547300
2024-11-01,MUM,SKU-030,Food & Beverages,ITC Limited,3393,3454,1.8,3111,681,1089,PO-69647,3934,2024-10-15,2024-11-16,Pending,3591,31.2,Low,650,2334150
2024-12-01,MUM,SKU-030,Food & Beverages,Marico Industries,3429,3718,8.4,4788,681,1089,,0,,,Not Raised,1070,8.6,Medium,650,695500
2025-01-01,MUM,SKU-030,Food & Beverages,Dabur India,2771,2603,-6.1,4375,681,1089,,0,,,Not Raised,1772,20.4,Low,650,1151800
2025-02-01,MUM,SKU-030,Food & Beverages,Emami Limited,2458,2128,-13.4,1843,681,1089,PO-17503,3029,2025-01-07,2025-02-10,Delivered,2744,38.7,Low,650,1783600
2024-09-01,BLR,SKU-001,Personal Care,Nestle India,4135,4417,6.8,5015,992,1587,,0,,,Not Raised,598,4.1,High,180,107640
2024-10-01,BLR,SKU-001,Personal Care,ITC Limited,5735,4982,-13.1,4387,992,1587,PO-26004,6217,2024-09-08,2024-10-08,In Transit,5622,33.9,Low,180,1011960
2024-11-01,BLR,SKU-001,Personal Care,Dabur India,5093,5600,10.0,3891,992,1587,PO-79228,5538,2024-10-05,2024-11-12,Delivered,3829,20.5,Low,180,689220
2024-12-01,BLR,SKU-001,Personal Care,Emami Limited,4978,4516,-9.3,6396,992,1587,,0,,,Not Raised,1880,12.5,Medium,180,338400
2025-01-01,BLR,SKU-001,Personal Care,Dabur India,4282,4584,7.1,2982,992,1587,PO-62472,4376,2024-12-15,2025-01-12,Pending,2774,18.2,Low,180,499320
2025-02-01,BLR,SKU-001,Personal Care,Godrej Consumer Products,3615,3541,-2.0,6902,992,1587,,0,,,Not Raised,3361,28.5,Low,180,604980
2024-09-01,BLR,SKU-002,Personal Care,Procter & Gamble India,2110,2163,2.5,3066,573,918,,0,,,Not Raised,903,12.5,Medium,320,288960
2024-10-01,BLR,SKU-002,Personal Care,Dabur India,2961,3027,2.2,2453,573,918,PO-52565,3091,2024-09-01,2024-10-10,In Transit,2517,24.9,Low,320,805440
2024-11-01,BLR,SKU-002,Personal Care,Hindustan Unilever Ltd,2905,3141,8.1,1648,573,918,PO-66380,3282,2024-10-09,2024-11-15,In Transit,1789,17.1,Low,320,572480
2024-12-01,BLR,SKU-002,Personal Care,ITC Limited,2809,2614,-6.9,3639,573,918,,0,,,Not Raised,1025,11.8,Medium,320,328000
2025-01-01,BLR,SKU-002,Personal Care,ITC Limited,2109,2257,7.0,2687,573,918,,0,,,Not Raised,430,5.7,High,320,137600
2025-02-01,BLR,SKU-002,Personal Care,Hindustan Unilever Ltd,2492,2518,1.0,2177,573,918,PO-75059,2809,2025-01-10,2025-02-16,Delivered,2468,29.4,Low,320,789760
2024-09-01,BLR,SKU-003,Personal Care,Godrej Consumer Products,1290,1369,6.1,837,319,511,PO-69358,1477,2024-08-04,2024-09-15,Pending,945,20.7,Low,95,89775
2024-10-01,BLR,SKU-003,Personal Care,Procter & Gamble India,1812,1564,-13.7,1622,319,511,,0,,,Not Raised,58,1.1,High,95,5510
2024-11-01,BLR,SKU-003,Personal Care,Godrej Consumer Products,1893,1738,-8.2,1834,319,511,,0,,,Not Raised,96,1.7,High,95,9120
2024-12-01,BLR,SKU-003,Personal Care,Dabur India,1772,1934,9.1,1747,319,511,PO-39215,2031,2024-11-01,2024-12-09,Delivered,1844,28.6,Low,95,175180
2025-01-01,BLR,SKU-003,Personal Care,Marico Industries,1246,1262,1.3,1769,319,511,,0,,,Not Raised,507,12.1,Medium,95,48165
2025-02-01,BLR,SKU-003,Personal Care,ITC Limited,1214,1262,4.0,1500,319,511,,0,,,Not Raised,238,5.7,High,95,22610
2024-09-01,BLR,SKU-004,Food & Beverages,Godrej Consumer Products,2527,2465,-2.5,2526,611,978,,0,,,Not Raised,61,0.7,High,210,12810
2024-10-01,BLR,SKU-004,Food & Beverages,Marico Industries,3525,3063,-13.1,3842,611,978,,0,,,Not Raised,779,7.6,Medium,210,163590
2024-11-01,BLR,SKU-004,Food & Beverages,ITC Limited,3499,3253,-7.0,2214,611,978,PO-25148,3503,2024-10-11,2024-11-13,Delivered,2464,22.7,Low,210,517440
2024-12-01,BLR,SKU-004,Food & Beverages,Godrej Consumer Products,3315,3332,0.5,3103,611,978,PO-32171,4007,2024-11-08,2024-12-16,Delivered,3778,34.0,Low,210,793380
2025-01-01,BLR,SKU-004,Food & Beverages,Godrej Consumer Products,2478,2309,-6.8,3781,611,978,,0,,,Not Raised,1472,19.1,Low,210,309120
2025-02-01,BLR,SKU-004,Food & Beverages,Nestle India,2218,2079,-6.3,4174,611,978,,0,,,Not Raised,2095,30.2,Low,210,439950
2024-09-01,BLR,SKU-005,Food & Beverages,Nestle India,874,858,-1.8,993,218,349,,0,,,Not Raised,135,4.7,High,145,19575
2024-10-01,BLR,SKU-005,Food & Beverages,Emami Limited,1154,1126,-2.4,940,218,349,PO-93289,1225,2024-09-11,2024-10-10,Delivered,1039,27.7,Low,145,150655
2024-11-01,BLR,SKU-005,Food & Beverages,Hindustan Unilever Ltd,1084,1083,-0.1,1428,218,349,,0,,,Not Raised,345,9.6,Medium,145,50025
2024-12-01,BLR,SKU-005,Food & Beverages,Emami Limited,1253,1290,3.0,1491,218,349,,0,,,Not Raised,201,4.7,High,145,29145
2025-01-01,BLR,SKU-005,Food & Beverages,Hindustan Unilever Ltd,817,794,-2.8,1202,218,349,,0,,,Not Raised,408,15.4,Low,145,59160
2025-02-01,BLR,SKU-005,Food & Beverages,Hindustan Unilever Ltd,875,860,-1.7,1296,218,349,,0,,,Not Raised,436,15.2,Low,145,63220
2024-09-01,BLR,SKU-006,Food & Beverages,Godrej Consumer Products,1331,1397,5.0,961,340,544,PO-88993,1380,2024-08-14,2024-09-13,Pending,944,20.3,Low,480,453120
2024-10-01,BLR,SKU-006,Food & Beverages,Nestle India,1703,1683,-1.2,2086,340,544,,0,,,Not Raised,403,7.2,Medium,480,193440
2024-11-01,BLR,SKU-006,Food & Beverages,Hindustan Unilever Ltd,1729,1882,8.8,1118,340,544,PO-38074,1931,2024-10-02,2024-11-08,In Transit,1167,18.6,Low,480,560160
2024-12-01,BLR,SKU-006,Food & Beverages,Emami Limited,1843,1725,-6.4,2050,340,544,,0,,,Not Raised,325,5.7,High,480,156000
2025-01-01,BLR,SKU-006,Food & Beverages,ITC Limited,1257,1123,-10.7,1567,340,544,,0,,,Not Raised,444,11.9,Medium,480,213120
2025-02-01,BLR,SKU-006,Food & Beverages,Marico Industries,1484,1358,-8.5,1125,340,544,PO-34723,1836,2025-01-02,2025-02-16,Pending,1603,35.4,Low,480,769440
2024-09-01,BLR,SKU-007,Food & Beverages,Marico Industries,2248,2088,-7.1,2881,605,968,,0,,,Not Raised,793,11.4,Medium,190,150670
2024-10-01,BLR,SKU-007,Food & Beverages,Dabur India,3505,3136,-10.5,3731,605,968,,0,,,Not Raised,595,5.7,High,190,113050
2024-11-01,BLR,SKU-007,Food & Beverages,ITC Limited,3413,2911,-14.7,2186,605,968,PO-58446,3448,2024-10-10,2024-11-13,In Transit,2723,28.1,Low,190,517370
2024-12-01,BLR,SKU-007,Food & Beverages,Dabur India,3366,3244,-3.6,3246,605,968,,0,,,Not Raised,2,0.0,High,190,380
2025-01-01,BLR,SKU-007,Food & Beverages,Godrej Consumer Products,2248,1939,-13.7,3949,605,968,,0,,,Not Raised,2010,31.1,Low,190,381900
2025-02-01,BLR,SKU-007,Food & Beverages,Godrej Consumer Products,2661,2352,-11.6,4239,605,968,,0,,,Not Raised,1887,24.1,Low,190,358530
2024-09-01,BLR,SKU-008,Household,Hindustan Unilever Ltd,3108,3317,6.7,4503,822,1315,,0,,,Not Raised,1186,10.7,Medium,350,415100
2024-10-01,BLR,SKU-008,Household,Procter & Gamble India,4762,4731,-0.7,3389,822,1315,PO-61823,5974,2024-09-01,2024-10-13,Pending,4632,29.4,Low,350,1621200
2024-11-01,BLR,SKU-008,Household,Procter & Gamble India,4258,4453,4.6,3901,822,1315,PO-78232,4846,2024-10-06,2024-11-13,Delivered,4294,28.9,Low,350,1502900
2024-12-01,BLR,SKU-008,Household,ITC Limited,4636,4055,-12.5,5765,822,1315,,0,,,Not Raised,1710,12.7,Medium,350,598500
2025-01-01,BLR,SKU-008,Household,ITC Limited,3044,2700,-11.3,2918,822,1315,,0,,,Not Raised,218,2.4,High,350,76300
2025-02-01,BLR,SKU-008,Household,Marico Industries,3027,3245,7.2,2264,822,1315,PO-53014,3622,2025-01-16,2025-02-07,Delivered,2641,24.4,Low,350,924350
2024-09-01,BLR,SKU-009,Household,Nestle India,3722,4043,8.6,5604,992,1588,,0,,,Not Raised,1561,11.6,Medium,620,967820
2024-10-01,BLR,SKU-009,Household,Procter & Gamble India,5754,5473,-4.9,5129,992,1588,PO-28275,7401,2024-09-07,2024-10-07,Delivered,7057,38.7,Low,620,4375340
2024-11-01,BLR,SKU-009,Household,Procter & Gamble India,5705,5029,-11.8,3468,992,1588,PO-78645,5996,2024-10-16,2024-11-14,In Transit,4435,26.5,Low,620,2749700
2024-12-01,BLR,SKU-009,Household,Marico Industries,5630,6033,7.2,6479,992,1588,,0,,,Not Raised,446,2.2,High,620,276520
2025-01-01,BLR,SKU-009,Household,Dabur India,3620,3772,4.2,6022,992,1588,,0,,,Not Raised,2250,17.9,Low,620,1395000
2025-02-01,BLR,SKU-009,Household,Procter & Gamble India,3737,3952,5.8,2881,992,1588,PO-72878,4275,2025-01-06,2025-02-14,In Transit,3204,24.3,Low,620,1986480
2024-09-01,BLR,SKU-010,Household,ITC Limited,3789,3338,-11.9,6440,925,1480,,0,,,Not Raised,3102,27.9,Low,275,853050
2024-10-01,BLR,SKU-010,Household,Procter & Gamble India,4921,5347,8.7,4681,925,1480,PO-68507,5128,2024-09-15,2024-10-14,Delivered,4462,25.0,Low,275,1227050
2024-11-01,BLR,SKU-010,Household,Procter & Gamble India,4565,4002,-12.3,3251,925,1480,PO-80819,5832,2024-10-08,2024-11-10,Pending,5081,38.1,Low,275,1397275
2024-12-01,BLR,SKU-010,Household,ITC Limited,4501,4325,-3.9,3457,925,1480,PO-39272,5378,2024-11-09,2024-12-14,Delivered,4510,31.3,Low,275,1240250
2025-01-01,BLR,SKU-010,Household,Dabur India,3918,3766,-3.9,5202,925,1480,,0,,,Not Raised,1436,11.4,Medium,275,394900
2025-02-01,BLR,SKU-010,Household,Dabur India,3624,3357,-7.4,3848,925,1480,,0,,,Not Raised,491,4.4,High,275,135025
2024-09-01,BLR,SKU-011,Personal Care,Hindustan Unilever Ltd,1943,2067,6.4,3558,536,858,,0,,,Not Raised,1491,21.6,Low,240,357840
2024-10-01,BLR,SKU-011,Personal Care,Godrej Consumer Products,2615,2820,7.8,3650,536,858,,0,,,Not Raised,830,8.8,Medium,240,199200
2024-11-01,BLR,SKU-011,Personal Care,ITC Limited,2982,2913,-2.3,1622,536,858,PO-97442,3164,2024-10-09,2024-11-14,Pending,1873,19.3,Low,240,449520
2024-12-01,BLR,SKU-011,Personal Care,Nestle India,2678,2618,-2.2,3005,536,858,,0,,,Not Raised,387,4.4,High,240,92880
2025-01-01,BLR,SKU-011,Personal Care,Godrej Consumer Products,2172,2251,3.6,2618,536,858,,0,,,Not Raised,367,4.9,High,240,88080
2025-02-01,BLR,SKU-011,Personal Care,Dabur India,1955,2116,8.2,3163,536,858,,0,,,Not Raised,1047,14.8,Low,240,251280
2024-09-01,BLR,SKU-012,Food & Beverages,Nestle India,2773,2767,-0.2,3511,694,1111,,0,,,Not Raised,744,8.1,Medium,165,122760
2024-10-01,BLR,SKU-012,Food & Beverages,Procter & Gamble India,4096,4009,-2.1,4121,694,1111,,0,,,Not Raised,112,0.8,High,165,18480
2024-11-01,BLR,SKU-012,Food & Beverages,Hindustan Unilever Ltd,3723,4087,9.8,3087,694,1111,PO-68490,4052,2024-10-07,2024-11-09,Delivered,3052,22.4,Low,165,503580
2024-12-01,BLR,SKU-012,Food & Beverages,Emami Limited,3954,3737,-5.5,3053,694,1111,PO-37939,5011,2024-11-15,2024-12-16,Pending,4327,34.7,Low,165,713955
2025-01-01,BLR,SKU-012,Food & Beverages,ITC Limited,2925,2656,-9.2,1999,694,1111,PO-23677,3617,2024-12-15,2025-01-12,Pending,2960,33.4,Low,165,488400
2025-02-01,BLR,SKU-012,Food & Beverages,ITC Limited,3049,3041,-0.3,2790,694,1111,PO-34944,3250,2025-01-10,2025-02-13,Delivered,2999,29.6,Low,165,494835
2024-09-01,BLR,SKU-013,Household,ITC Limited,2478,2141,-13.6,3088,651,1042,,0,,,Not Raised,947,13.3,Medium,410,388270
2024-10-01,BLR,SKU-013,Household,Marico Industries,3850,3280,-14.8,4527,651,1042,,0,,,Not Raised,1247,11.4,Medium,410,511270
2024-11-01,BLR,SKU-013,Household,Dabur India,3568,3614,1.3,1649,651,1042,PO-58636,3672,2024-10-13,2024-11-06,Delivered,1707,14.2,Low,410,699870
2024-12-01,BLR,SKU-013,Household,Dabur India,3530,3040,-13.9,2013,651,1042,PO-26643,3632,2024-11-11,2024-12-10,In Transit,2605,25.7,Low,410,1068050
2025-01-01,BLR,SKU-013,Household,Procter & Gamble India,2501,2475,-1.0,4477,651,1042,,0,,,Not Raised,2002,24.3,Low,410,820820
2025-02-01,BLR,SKU-013,Household,Hindustan Unilever Ltd,2422,2590,6.9,4443,651,1042,,0,,,Not Raised,1853,21.5,Low,410,759730
2024-09-01,BLR,SKU-014,Personal Care,Hindustan Unilever Ltd,2453,2664,8.6,3729,582,931,,0,,,Not Raised,1065,12.0,Medium,115,122475
2024-10-01,BLR,SKU-014,Personal Care,ITC Limited,3040,3261,7.3,2472,582,931,PO-26958,3874,2024-09-02,2024-10-15,Pending,3085,28.4,Low,115,354775
2024-11-01,BLR,SKU-014,Personal Care,Marico Industries,2844,2737,-3.8,1841,582,931,PO-81923,3609,2024-10-16,2024-11-15,In Transit,2713,29.7,Low,115,311995
2024-12-01,BLR,SKU-014,Personal Care,ITC Limited,3340,3648,9.2,1460,582,931,PO-84497,3574,2024-11-06,2024-12-06,Pending,1386,11.4,Medium,115,159390
2025-01-01,BLR,SKU-014,Personal Care,Emami Limited,2377,2497,5.0,4100,582,931,,0,,,Not Raised,1603,19.3,Low,115,184345
2025-02-01,BLR,SKU-014,Personal Care,Dabur India,2347,2464,5.0,4007,582,931,,0,,,Not Raised,1543,18.8,Low,115,177445
2024-09-01,BLR,SKU-015,Food & Beverages,Marico Industries,1282,1229,-4.1,2337,335,536,,0,,,Not Raised,1108,27.0,Low,540,598320
2024-10-01,BLR,SKU-015,Food & Beverages,Nestle India,1992,2063,3.6,1963,335,536,PO-14406,2458,2024-09-02,2024-10-10,In Transit,2358,34.3,Low,540,1273320
2024-11-01,BLR,SKU-015,Food & Beverages,Godrej Consumer Products,1981,1812,-8.5,2297,335,536,,0,,,Not Raised,485,8.0,Medium,540,261900
2024-12-01,BLR,SKU-015,Food & Beverages,Godrej Consumer Products,1958,2140,9.3,2288,335,536,,0,,,Not Raised,148,2.1,High,540,79920
2025-01-01,BLR,SKU-015,Food & Beverages,Emami Limited,1320,1385,4.9,1257,335,536,PO-94671,1543,2024-12-12,2025-01-06,Delivered,1415,30.6,Low,540,764100
2025-02-01,BLR,SKU-015,Food & Beverages,Procter & Gamble India,1341,1245,-7.2,1990,335,536,,0,,,Not Raised,745,18.0,Low,540,402300
2024-09-01,BLR,SKU-016,Household,Godrej Consumer Products,3288,3601,9.5,2486,906,1450,PO-92463,4160,2024-08-15,2024-09-10,Delivered,3045,25.4,Low,890,2710050
2024-10-01,BLR,SKU-016,Household,Godrej Consumer Products,4931,4669,-5.3,4257,906,1450,PO-50544,5775,2024-09-08,2024-10-10,In Transit,5363,34.5,Low,890,4773070
2024-11-01,BLR,SKU-016,Household,Dabur India,4912,4182,-14.9,2388,906,1450,PO-64046,4971,2024-10-08,2024-11-06,Delivered,3177,22.8,Low,890,2827530
2024-12-01,BLR,SKU-016,Household,Emami Limited,4653,4372,-6.0,4886,906,1450,,0,,,Not Raised,514,3.5,High,890,457460
2025-01-01,BLR,SKU-016,Household,Marico Industries,3645,3290,-9.7,5358,906,1450,,0,,,Not Raised,2068,18.9,Low,890,1840520
2025-02-01,BLR,SKU-016,Household,Emami Limited,3516,3306,-6.0,2257,906,1450,PO-27635,4563,2025-01-13,2025-02-10,In Transit,3514,31.9,Low,890,3127460
2024-09-01,BLR,SKU-017,Personal Care,Godrej Consumer Products,2468,2358,-4.5,1793,640,1025,PO-20370,2610,2024-08-16,2024-09-13,Pending,2045,26.0,Low,380,777100
2024-10-01,BLR,SKU-017,Personal Care,Godrej Consumer Products,3175,3101,-2.3,2062,640,1025,PO-17848,4025,2024-09-04,2024-10-11,Delivered,2986,28.9,Low,380,1134680
2024-11-01,BLR,SKU-017,Personal Care,Hindustan Unilever Ltd,3499,3076,-12.1,3279,640,1025,,0,,,Not Raised,203,2.0,High,380,77140
2024-12-01,BLR,SKU-017,Personal Care,Marico Industries,3327,2918,-12.3,4429,640,1025,,0,,,Not Raised,1511,15.5,Low,380,574180
2025-01-01,BLR,SKU-017,Personal Care,Dabur India,2751,2977,8.2,1755,640,1025,PO-73049,3161,2024-12-15,2025-01-16,In Transit,1939,19.5,Low,380,736820
2025-02-01,BLR,SKU-017,Personal Care,Emami Limited,2793,2712,-2.9,3894,640,1025,,0,,,Not Raised,1182,13.1,Medium,380,449160
2024-09-01,BLR,SKU-018,Food & Beverages,ITC Limited,2705,2852,5.4,4023,628,1006,,0,,,Not Raised,1171,12.3,Medium,225,263475
2024-10-01,BLR,SKU-018,Food & Beverages,Nestle India,3480,3558,2.2,4203,628,1006,,0,,,Not Raised,645,5.4,High,225,145125
2024-11-01,BLR,SKU-018,Food & Beverages,Emami Limited,3531,3108,-12.0,2892,628,1006,PO-23060,4030,2024-10-12,2024-11-11,In Transit,3814,36.8,Low,225,858150
2024-12-01,BLR,SKU-018,Food & Beverages,Nestle India,3336,3047,-8.7,2391,628,1006,PO-42937,3716,2024-11-03,2024-12-10,In Transit,3060,30.1,Low,225,688500
2025-01-01,BLR,SKU-018,Food & Beverages,Procter & Gamble India,2607,2270,-12.9,3513,628,1006,,0,,,Not Raised,1243,16.4,Low,225,279675
2025-02-01,BLR,SKU-018,Food & Beverages,Nestle India,2356,2529,7.3,1712,628,1006,PO-45632,2418,2025-01-10,2025-02-13,Pending,1601,19.0,Low,225,360225
2024-09-01,BLR,SKU-019,Household,Godrej Consumer Products,3369,3438,2.0,2894,774,1238,PO-85326,3867,2024-08-12,2024-09-15,In Transit,3323,29.0,Low,560,1860880
2024-10-01,BLR,SKU-019,Household,Dabur India,3838,4086,6.5,5258,774,1238,,0,,,Not Raised,1172,8.6,Medium,560,656320
2024-11-01,BLR,SKU-019,Household,Dabur India,4573,4926,7.7,3994,774,1238,PO-60395,4992,2024-10-17,2024-11-15,Pending,4060,24.7,Low,560,2273600
2024-12-01,BLR,SKU-019,Household,Dabur India,4045,4207,4.0,3880,774,1238,PO-83446,5133,2024-11-09,2024-12-15,Delivered,4806,34.3,Low,560,2691360
2025-01-01,BLR,SKU-019,Household,Hindustan Unilever Ltd,3245,3407,5.0,3694,774,1238,,0,,,Not Raised,287,2.5,High,560,160720
2025-02-01,BLR,SKU-019,Household,Marico Industries,3185,3086,-3.1,2763,774,1238,PO-36971,3564,2025-01-02,2025-02-12,In Transit,3241,31.5,Low,560,1814960
2024-09-01,BLR,SKU-020,Personal Care,Nestle India,1967,1694,-13.9,1783,496,794,,0,,,Not Raised,89,1.6,High,195,17355
2024-10-01,BLR,SKU-020,Personal Care,Marico Industries,2600,2575,-1.0,3229,496,794,,0,,,Not Raised,654,7.6,Medium,195,127530
2024-11-01,BLR,SKU-020,Personal Care,Marico Industries,2478,2184,-11.9,2474,496,794,,0,,,Not Raised,290,4.0,High,195,56550
2024-12-01,BLR,SKU-020,Personal Care,ITC Limited,2577,2470,-4.2,2282,496,794,PO-87113,2905,2024-11-04,2024-12-06,Pending,2717,33.0,Low,195,529815
2025-01-01,BLR,SKU-020,Personal Care,Emami Limited,1835,1646,-10.3,2060,496,794,,0,,,Not Raised,414,7.5,Medium,195,80730
2025-02-01,BLR,SKU-020,Personal Care,Procter & Gamble India,2120,1868,-11.9,2566,496,794,,0,,,Not Raised,698,11.2,Medium,195,136110
2024-09-01,BLR,SKU-021,Food & Beverages,Hindustan Unilever Ltd,2850,2732,-4.1,4001,772,1235,,0,,,Not Raised,1269,13.9,Medium,300,380700
2024-10-01,BLR,SKU-021,Food & Beverages,Marico Industries,4195,3938,-6.1,4641,772,1235,,0,,,Not Raised,703,5.4,High,300,210900
2024-11-01,BLR,SKU-021,Food & Beverages,Emami Limited,4018,3532,-12.1,4182,772,1235,,0,,,Not Raised,650,5.5,High,300,195000
2024-12-01,BLR,SKU-021,Food & Beverages,Emami Limited,4365,3942,-9.7,5156,772,1235,,0,,,Not Raised,1214,9.2,Medium,300,364200
2025-01-01,BLR,SKU-021,Food & Beverages,Marico Industries,3079,3126,1.5,5025,772,1235,,0,,,Not Raised,1899,18.2,Low,300,569700
2025-02-01,BLR,SKU-021,Food & Beverages,ITC Limited,3075,2983,-3.0,4911,772,1235,,0,,,Not Raised,1928,19.4,Low,300,578400
2024-09-01,BLR,SKU-022,Household,Marico Industries,963,904,-6.1,1151,252,404,,0,,,Not Raised,247,8.2,Medium,740,182780
2024-10-01,BLR,SKU-022,Household,Hindustan Unilever Ltd,1484,1281,-13.7,1780,252,404,,0,,,Not Raised,499,11.7,Medium,740,369260
2024-11-01,BLR,SKU-022,Household,Dabur India,1417,1331,-6.1,1772,252,404,,0,,,Not Raised,441,9.9,Medium,740,326340
2024-12-01,BLR,SKU-022,Household,Godrej Consumer Products,1395,1198,-14.1,1612,252,404,,0,,,Not Raised,414,10.4,Medium,740,306360
2025-01-01,BLR,SKU-022,Household,Procter & Gamble India,1001,931,-7.0,1054,252,404,,0,,,Not Raised,123,4.0,High,740,91020
2025-02-01,BLR,SKU-022,Household,Godrej Consumer Products,1008,1096,8.7,929,252,404,PO-97700,1233,2025-01-09,2025-02-11,In Transit,1066,29.2,Low,740,788840
2024-09-01,BLR,SKU-023,Personal Care,Emami Limited,1740,1648,-5.3,2701,422,675,,0,,,Not Raised,1053,19.2,Low,270,284310
2024-10-01,BLR,SKU-023,Personal Care,Nestle India,2146,2268,5.7,2410,422,675,,0,,,Not Raised,142,1.9,High,270,38340
2024-11-01,BLR,SKU-023,Personal Care,Marico Industries,2052,2208,7.6,1689,422,675,PO-31043,2667,2024-10-07,2024-11-09,Delivered,2148,29.2,Low,270,579960
2024-12-01,BLR,SKU-023,Personal Care,Godrej Consumer Products,2265,2340,3.3,1277,422,675,PO-98113,2689,2024-11-12,2024-12-13,In Transit,1626,20.8,Low,270,439020
2025-01-01,BLR,SKU-023,Personal Care,Emami Limited,1690,1671,-1.1,1134,422,675,PO-62832,2053,2024-12-09,2025-01-08,Pending,1516,27.2,Low,270,409320
2025-02-01,BLR,SKU-023,Personal Care,Hindustan Unilever Ltd,1526,1453,-4.8,1870,422,675,,0,,,Not Raised,417,8.6,Medium,270,112590
2024-09-01,BLR,SKU-024,Food & Beverages,Dabur India,3732,3347,-10.3,4085,882,1411,,0,,,Not Raised,738,6.6,High,180,132840
2024-10-01,BLR,SKU-024,Food & Beverages,Dabur India,4539,4053,-10.7,5947,882,1411,,0,,,Not Raised,1894,14.0,Low,180,340920
2024-11-01,BLR,SKU-024,Food & Beverages,Godrej Consumer Products,4475,4206,-6.0,2357,882,1411,PO-39351,5122,2024-10-05,2024-11-07,In Transit,3273,23.3,Low,180,589140
2024-12-01,BLR,SKU-024,Food & Beverages,ITC Limited,4743,5063,6.7,4095,882,1411,PO-65060,5490,2024-11-12,2024-12-10,In Transit,4522,26.8,Low,180,813960
2025-01-01,BLR,SKU-024,Food & Beverages,Godrej Consumer Products,3877,3842,-0.9,2391,882,1411,PO-12845,4006,2024-12-11,2025-01-16,In Transit,2555,20.0,Low,180,459900
