shipment_id,arrdte,last_rcpt_conf_dte,last_upd_dt,warehouse,supplier_code,sku,received_qty,invoice_no,shift,team
SHP-00346,2024-09-26 09:40:07,2024-09-26 10:41:59,2024-09-26 14:31:08,BLR,SUP-006,SKU-022,1466,INV-671063,Shift C,Team 1
SHP-00347,2025-01-06 10:18:53,2025-01-06 12:01:35,2025-01-06 16:11:17,BLR,SUP-008,SKU-026,1098,INV-373229,Shift B,Team 3
SHP-00348,2025-01-24 11:36:55,2025-01-24 12:42:13,2025-01-24 17:55:11,DEL,SUP-002,SKU-007,1360,INV-517722,Shift A,Team 3
SHP-00349,2025-01-15 09:02:33,2025-01-15 10:15:06,2025-01-15 13:29:38,BLR,SUP-001,SKU-001,1789,INV-716386,Shift A,Team 1
SHP-00350,2024-09-20 17:32:03,2024-09-20 18:30:45,2024-09-20 23:20:06,BLR,SUP-005,SKU-007,1273,INV-119267,Shift A,Team 3
SHP-00351,2025-01-15 16:47:27,2025-01-15 18:21:31,2025-01-15 23:49:47,MUM,SUP-002,SKU-002,613,INV-943340,Shift C,Team 1
SHP-00352,2024-12-05 10:43:25,2024-12-05 12:06:24,2024-12-05 16:18:34,MUM,SUP-003,SKU-001,627,INV-904446,Shift C,Team 3
SHP-00353,2024-09-17 21:31:22,2024-09-17 22:47:37,2024-09-17 23:15:44,BLR,SUP-007,SKU-010,359,INV-817742,Shift B,Team 3
SHP-00354,2025-02-19 11:05:24,2025-02-19 12:42:20,2025-02-19 18:25:21,DEL,SUP-001,SKU-006,1343,INV-258913,Shift B,Team 2
SHP-00355,2024-10-14 18:49:08,2024-10-14 20:21:57,2024-10-14 21:15:49,MUM,SUP-007,SKU-018,1428,INV-396206,Shift C,Team 2
SHP-00356,2024-11-24 16:03:20,2024-11-24 16:51:55,2024-11-24 21:48:40,MUM,SUP-004,SKU-007,968,INV-459185,Shift C,Team 2
SHP-00357,2024-11-13 15:48:05,2024-11-13 16:23:04,2024-11-13 18:05:39,MUM,SUP-008,SKU-010,654,INV-414552,Shift B,Team 1
SHP-00358,2024-09-11 13:56:48,2024-09-11 15:12:27,2024-09-11 18:27:56,BLR,SUP-007,SKU-009,951,INV-611057,Shift A,Team 3
SHP-00359,2025-01-05 09:44:28,2025-01-05 11:08:55,2025-01-05 15:33:36,DEL,SUP-001,SKU-030,395,INV-725560,Shift A,Team 1
SHP-00360,2024-12-17 22:18:57,2024-12-17 23:53:21,2024-12-18 05:41:24,MUM,SUP-002,SKU-025,664,INV-667123,Shift C,Team 3
SHP-00361,2025-01-19 16:56:54,2025-01-19 18:55:01,2025-01-19 22:13:25,MUM,SUP-002,SKU-022,1698,INV-196338,Shift A,Team 3
SHP-00362,2024-10-07 12:10:04,2024-10-07 12:53:09,2024-10-07 18:48:17,MUM,SUP-002,SKU-024,300,INV-200923,Shift B,Team 3
SHP-00363,2024-10-23 13:59:14,2024-10-23 14:59:41,2024-10-23 17:08:28,DEL,SUP-003,SKU-024,1273,INV-939219,Shift B,Team 1
SHP-00364,2024-12-05 12:35:27,2024-12-05 13:16:11,2024-12-05 15:12:35,DEL,SUP-007,SKU-020,1542,INV-133919,Shift B,Team 2
SHP-00365,2024-09-14 21:36:18,2024-09-14 23:06:48,2024-09-15 03:53:50,BLR,SUP-001,SKU-024,1946,INV-428769,Shift A,Team 3
SHP-00366,2024-10-02 11:40:50,2024-10-02 13:11:52,2024-10-02 18:36:38,MUM,SUP-005,SKU-011,628,INV-481008,Shift C,Team 2
SHP-00367,2024-12-08 17:53:16,2024-12-08 19:28:38,2024-12-08 21:09:55,BLR,SUP-001,SKU-010,611,INV-657656,Shift C,Team 3
SHP-00368,2024-09-30 08:08:35,2024-09-30 10:01:15,2024-09-30 14:16:42,MUM,SUP-002,SKU-021,991,INV-565350,Shift A,Team 2
SHP-00369,2025-01-09 15:00:34,2025-01-09 15:37:11,2025-01-09 18:51:07,DEL,SUP-006,SKU-017,824,INV-864616,Shift A,Team 3
SHP-00370,2025-01-09 12:04:43,2025-01-09 13:53:36,2025-01-09 15:12:45,BLR,SUP-007,SKU-009,1999,INV-528001,Shift A,Team 2
SHP-00371,2024-09-24 19:02:18,2024-09-24 20:01:42,2024-09-24 21:37:02,MUM,SUP-007,SKU-022,665,INV-102910,Shift B,Team 1
SHP-00372,2025-02-17 09:41:35,2025-02-17 10:24:00,2025-02-17 17:03:02,BLR,SUP-005,SKU-026,614,INV-117242,Shift A,Team 2
SHP-00373,2024-09-21 15:44:21,2024-09-21 17:04:21,2024-09-21 20:09:22,DEL,SUP-004,SKU-029,498,INV-507121,Shift C,Team 2
SHP-00374,2024-10-21 07:42:39,2024-10-21 09:36:11,2024-10-21 09:30:05,BLR,SUP-004,SKU-025,1453,INV-143547,Shift B,Team 2
SHP-00375,2025-01-03 09:35:23,2025-01-03 11:20:01,2025-01-03 12:31:19,DEL,SUP-003,SKU-006,1945,INV-866439,Shift C,Team 3
SHP-00376,2024-10-31 18:35:56,2024-10-31 20:02:56,2024-10-31 20:37:31,DEL,SUP-001,SKU-003,562,INV-754148,Shift C,Team 3
SHP-00377,2024-09-14 17:09:47,2024-09-14 18:57:09,2024-09-14 19:23:14,DEL,SUP-002,SKU-024,1371,INV-272919,Shift A,Team 3
SHP-00378,2025-01-18 13:49:50,2025-01-18 14:22:25,2025-01-18 16:45:14,DEL,SUP-001,SKU-013,1257,INV-737859,Shift B,Team 2
SHP-00379,2024-12-21 12:33:50,2024-12-21 13:21:51,2024-12-21 15:00:45,MUM,SUP-006,SKU-015,1899,INV-696035,Shift B,Team 3
SHP-00380,2024-12-17 12:08:05,2024-12-17 12:58:54,2024-12-17 17:13:10,BLR,SUP-003,SKU-015,1408,INV-511485,Shift A,Team 1
SHP-00381,2024-09-25 08:18:52,2024-09-25 09:36:52,2024-09-25 13:33:15,BLR,SUP-008,SKU-013,1688,INV-465761,Shift B,Team 2
SHP-00382,2025-02-19 20:03:36,2025-02-19 20:56:48,2025-02-20 01:31:46,DEL,SUP-003,SKU-005,566,INV-145974,Shift B,Team 2
SHP-00383,2024-10-05 09:55:20,2024-10-05 11:51:58,2024-10-05 15:54:18,MUM,SUP-005,SKU-028,1221,INV-445377,Shift A,Team 3
SHP-00384,2024-09-23 17:04:45,2024-09-23 18:24:55,2024-09-23 19:07:21,MUM,SUP-002,SKU-029,1320,INV-853261,Shift C,Team 3
SHP-00385,2024-09-12 17:53:38,2024-09-12 19:20:16,2024-09-12 21:43:47,MUM,SUP-005,SKU-004,1053,INV-979721,Shift B,Team 2
SHP-00386,2025-01-29 13:47:01,2025-01-29 14:53:34,2025-01-29 17:40:21,BLR,SUP-006,SKU-025,812,INV-256665,Shift A,Team 2
SHP-00387,2024-10-04 19:27:56,2024-10-04 20:02:39,2024-10-05 00:39:53,MUM,SUP-007,SKU-023,628,INV-112658,Shift A,Team 2
SHP-00388,2025-02-06 20:02:33,2025-02-06 21:10:21,2025-02-06 22:09:28,BLR,SUP-007,SKU-019,1476,INV-131964,Shift B,Team 1
SHP-00389,2024-11-02 18:01:53,2024-11-02 19:49:36,2024-11-02 21:18:33,MUM,SUP-007,SKU-021,1831,INV-525831,Shift A,Team 1
SHP-00390,2025-02-13 10:19:39,2025-02-13 12:01:38,2025-02-13 13:00:29,BLR,SUP-006,SKU-026,338,INV-128493,Shift A,Team 2
SHP-00391,2025-02-08 07:29:06,2025-02-08 09:00:23,2025-02-08 14:42:52,MUM,SUP-004,SKU-022,1181,INV-812392,Shift C,Team 3
SHP-00392,2024-12-18 22:29:48,2024-12-18 23:37:53,2024-12-19 05:42:12,BLR,SUP-006,SKU-017,813,INV-543806,Shift A,Team 2
SHP-00393,2024-10-12 11:56:36,2024-10-12 13:18:05,2024-10-12 16:36:10,MUM,SUP-003,SKU-027,539,INV-368079,Shift B,Team 1
SHP-00394,2024-11-11 13:02:40,2024-11-11 14:25:50,2024-11-11 15:47:59,BLR,SUP-005,SKU-008,961,INV-159364,Shift C,Team 2
SHP-00395,2024-12-25 15:03:52,2024-12-25 16:39:45,2024-12-25 22:22:35,DEL,SUP-002,SKU-011,1190,INV-813041,Shift B,Team 3
SHP-00396,2024-09-11 14:46:31,2024-09-11 16:39:07,2024-09-11 21:54:32,BLR,SUP-006,SKU-017,437,INV-857786,Shift B,Team 1
SHP-00397,2025-01-27 19:57:15,2025-01-27 21:33:26,2025-01-28 00:53:25,DEL,SUP-007,SKU-010,766,INV-555844,Shift C,Team 2
SHP-00398,2025-01-19 12:24:19,2025-01-19 13:30:44,2025-01-19 18:59:28,DEL,SUP-006,SKU-005,1642,INV-507207,Shift A,Team 3
SHP-00399,2024-10-06 08:04:12,2024-10-06 09:53:30,2024-10-06 10:58:49,BLR,SUP-008,SKU-003,1073,INV-376659,Shift C,Team 3
SHP-00400,2024-11-27 21:07:56,2024-11-27 22:13:34,2024-11-28 01:59:22,BLR,SUP-006,SKU-022,1857,INV-820020,Shift B,Team 1
SHP-00401,2024-12-27 12:42:26,2024-12-27 14:39:47,2024-12-27 18:50:21,BLR,SUP-008,SKU-008,494,INV-988736,Shift B,Team 3
SHP-00402,2025-01-04 07:50:59,2025-01-04 08:44:52,2025-01-04 09:52:55,MUM,SUP-002,SKU-012,1180,INV-691042,Shift A,Team 1
SHP-00403,2025-01-24 17:17:59,2025-01-24 18:20:23,2025-01-24 18:57:11,MUM,SUP-004,SKU-014,688,INV-298866,Shift A,Team 3
SHP-00404,2025-01-25 19:10:08,2025-01-25 20:43:01,2025-01-26 00:54:28,BLR,SUP-003,SKU-008,554,INV-320550,Shift C,Team 2
SHP-00405,2024-10-18 12:13:10,2024-10-18 12:46:45,2024-10-18 15:27:14,MUM,SUP-003,SKU-025,1879,INV-437809,Shift A,Team 1
SHP-00406,2025-02-19 10:18:37,2025-02-19 12:12:44,2025-02-19 16:42:11,BLR,SUP-008,SKU-013,1460,INV-494329,Shift C,Team 3
SHP-00407,2024-09-25 16:09:32,2024-09-25 17:02:46,2024-09-25 21:34:31,MUM,SUP-004,SKU-028,802,INV-752161,Shift C,Team 1
SHP-00408,2024-09-10 10:27:25,2024-09-10 11:45:34,2024-09-10 13:18:00,MUM,SUP-003,SKU-013,1480,INV-149004,Shift A,Team 1
SHP-00409,2025-01-24 13:31:27,2025-01-24 14:03:24,2025-01-24 19:08:24,MUM,SUP-001,SKU-028,1572,INV-168428,Shift B,Team 3
SHP-00410,2024-10-07 17:36:46,2024-10-07 19:15:16,2024-10-07 20:14:46,MUM,SUP-005,SKU-015,1815,INV-407584,Shift A,Team 1
SHP-00411,2024-10-30 09:03:21,2024-10-30 10:17:52,2024-10-30 16:19:30,MUM,SUP-003,SKU-008,1658,INV-737647,Shift A,Team 3
SHP-00412,2024-10-02 17:17:34,2024-10-02 19:01:22,2024-10-02 21:41:33,BLR,SUP-006,SKU-005,1695,INV-983678,Shift B,Team 3
SHP-00413,2024-12-31 17:22:10,2024-12-31 19:12:53,2024-12-31 20:55:20,BLR,SUP-008,SKU-018,1834,INV-439327,Shift B,Team 3
SHP-00414,2024-11-29 13:10:09,2024-11-29 14:36:10,2024-11-29 18:48:27,BLR,SUP-004,SKU-010,543,INV-230355,Shift A,Team 1
SHP-00415,2024-10-16 15:58:35,2024-10-16 17:03:59,2024-10-16 21:46:34,BLR,SUP-004,SKU-001,787,INV-323812,Shift C,Team 1
SHP-00416,2024-09-06 19:06:21,2024-09-06 20:44:36,2024-09-06 21:42:42,MUM,SUP-003,SKU-030,1411,INV-234512,Shift B,Team 2
SHP-00417,2024-09-12 12:59:31,2024-09-12 13:49:10,2024-09-12 17:17:48,MUM,SUP-007,SKU-027,1215,INV-861241,Shift C,Team 3
SHP-00418,2024-12-01 07:47:09,2024-12-01 09:43:06,2024-12-01 15:02:47,DEL,SUP-005,SKU-027,437,INV-865579,Shift B,Team 1
SHP-00419,2024-12-12 14:04:39,2024-12-12 15:14:31,2024-12-12 21:07:50,BLR,SUP-006,SKU-030,1832,INV-154903,Shift A,Team 2
SHP-00420,2025-02-07 21:39:11,2025-02-07 22:39:20,2025-02-08 03:56:18,BLR,SUP-005,SKU-011,753,INV-241843,Shift C,Team 2
SHP-00421,2024-11-29 18:11:37,2024-11-29 19:55:47,2024-11-29 20:12:09,DEL,SUP-005,SKU-001,1903,INV-863284,Shift A,Team 1
SHP-00422,2024-10-22 07:31:47,2024-10-22 08:26:06,2024-10-22 14:24:59,BLR,SUP-007,SKU-002,1416,INV-596231,Shift B,Team 3
SHP-00423,2025-02-18 19:39:23,2025-02-18 20:50:12,2025-02-18 22:09:30,DEL,SUP-001,SKU-004,1624,INV-982751,Shift B,Team 1
SHP-00424,2024-10-14 19:37:35,2024-10-14 20:11:11,2024-10-14 21:12:33,MUM,SUP-004,SKU-002,983,INV-943946,Shift C,Team 3
SHP-00425,2025-02-16 14:47:26,2025-02-16 16:14:32,2025-02-16 22:11:00,DEL,SUP-007,SKU-021,417,INV-934103,Shift B,Team 2
SHP-00426,2025-01-08 09:51:18,2025-01-08 10:46:44,2025-01-08 15:43:43,MUM,SUP-006,SKU-030,277,INV-723915,Shift B,Team 3
SHP-00427,2024-12-15 21:39:16,2024-12-15 22:18:40,2024-12-16 02:40:18,MUM,SUP-008,SKU-001,987,INV-884923,Shift C,Team 3
SHP-00428,2024-12-14 08:03:50,2024-12-14 09:49:37,2024-12-14 13:48:44,MUM,SUP-002,SKU-012,1294,INV-370204,Shift C,Team 3
SHP-00429,2025-02-19 10:55:36,2025-02-19 11:28:42,2025-02-19 15:27:47,DEL,SUP-006,SKU-012,1196,INV-953402,Shift B,Team 1
SHP-00430,2024-12-10 09:32:02,2024-12-10 10:55:47,2024-12-10 16:14:04,BLR,SUP-004,SKU-010,1223,INV-249865,Shift B,Team 2
SHP-00431,2024-10-05 11:28:04,2024-10-05 12:09:33,2024-10-05 14:44:51,BLR,SUP-005,SKU-024,1386,INV-499513,Shift A,Team 1
SHP-00432,2025-02-15 09:22:42,2025-02-15 10:57:23,2025-02-15 11:29:01,BLR,SUP-002,SKU-002,829,INV-792618,Shift A,Team 2
SHP-00433,2025-02-02 19:39:32,2025-02-02 21:00:09,2025-02-03 00:51:16,DEL,SUP-005,SKU-026,1911,INV-117074,Shift A,Team 3
SHP-00434,2024-09-15 16:20:19,2024-09-15 17:51:58,2024-09-15 18:16:41,DEL,SUP-003,SKU-004,760,INV-244148,Shift A,Team 3
SHP-00435,2024-09-28 19:51:22,2024-09-28 21:24:39,2024-09-29 03:11:21,BLR,SUP-008,SKU-029,1197,INV-414752,Shift A,Team 3
SHP-00436,2024-10-24 09:51:29,2024-10-24 10:57:17,2024-10-24 12:19:40,MUM,SUP-008,SKU-015,1043,INV-167333,Shift C,Team 3
SHP-00437,2024-12-19 07:16:35,2024-12-19 09:08:23,2024-12-19 11:56:04,DEL,SUP-008,SKU-004,1467,INV-651403,Shift C,Team 3
SHP-00438,2024-09-17 10:36:09,2024-09-17 11:11:21,2024-09-17 15:59:46,BLR,SUP-005,SKU-022,1928,INV-170666,Shift B,Team 3
SHP-00439,2024-10-26 14:14:52,2024-10-26 15:47:38,2024-10-26 16:02:40,BLR,SUP-004,SKU-002,413,INV-831809,Shift C,Team 2
SHP-00440,2024-12-26 16:34:32,2024-12-26 17:37:50,2024-12-26 21:31:43,DEL,SUP-005,SKU-007,1730,INV-510428,Shift A,Team 3
SHP-00441,2024-10-29 08:39:56,2024-10-29 09:48:29,2024-10-29 12:06:47,MUM,SUP-005,SKU-007,1448,INV-694929,Shift B,Team 1
SHP-00442,2024-10-05 08:41:23,2024-10-05 10:00:08,2024-10-05 15:29:29,MUM,SUP-008,SKU-009,479,INV-261654,Shift A,Team 2
SHP-00443,2024-10-21 16:53:52,2024-10-21 17:28:25,2024-10-21 23:13:18,MUM,SUP-003,SKU-028,643,INV-537445,Shift A,Team 2
SHP-00444,2024-12-25 16:21:40,2024-12-25 16:52:20,2024-12-25 20:15:57,DEL,SUP-006,SKU-030,1374,INV-434134,Shift C,Team 2
SHP-00445,2025-01-17 13:25:00,2025-01-17 14:31:34,2025-01-17 19:01:22,BLR,SUP-008,SKU-016,692,INV-797837,Shift C,Team 2
SHP-00446,2025-01-02 17:21:15,2025-01-02 18:58:54,2025-01-02 20:47:21,BLR,SUP-008,SKU-015,1957,INV-469166,Shift A,Team 1
SHP-00447,2025-02-10 14:15:30,2025-02-10 15:24:18,2025-02-10 17:17:13,MUM,SUP-001,SKU-029,1614,INV-505185,Shift C,Team 2
SHP-00448,2025-02-07 21:28:20,2025-02-07 23:09:09,2025-02-08 00:59:52,BLR,SUP-003,SKU-002,1254,INV-405314,Shift C,Team 1
SHP-00449,2024-10-17 17:36:45,2024-10-17 18:44:05,2024-10-17 21:15:25,DEL,SUP-006,SKU-005,885,INV-211685,Shift A,Team 1
SHP-00450,2024-11-23 12:50:24,2024-11-23 14:37:56,2024-11-23 19:41:26,BLR,SUP-008,SKU-022,1066,INV-410489,Shift A,Team 1
SHP-00451,2025-01-17 21:06:08,2025-01-17 22:51:07,2025-01-18 03:24:44,DEL,SUP-007,SKU-023,1856,INV-660370,Shift B,Team 1
SHP-00452,2024-09-30 09:15:38,2024-09-30 10:06:38,2024-09-30 13:50:09,DEL,SUP-008,SKU-005,1216,INV-143931,Shift C,Team 1
SHP-00453,2024-12-19 14:53:44,2024-12-19 16:49:59,2024-12-19 19:06:41,DEL,SUP-001,SKU-028,1842,INV-752435,Shift B,Team 2
SHP-00454,2025-02-20 19:00:52,2025-02-20 19:49:57,2025-02-20 21:26:16,MUM,SUP-001,SKU-015,1137,INV-281779,Shift A,Team 3
SHP-00455,2024-10-09 12:43:01,2024-10-09 13:17:23,2024-10-09 16:12:50,MUM,SUP-004,SKU-023,1296,INV-131873,Shift C,Team 2
SHP-00456,2024-11-08 12:41:07,2024-11-08 13:30:15,2024-11-08 18:39:55,MUM,SUP-001,SKU-023,271,INV-712244,Shift B,Team 3
SHP-00457,2024-09-08 14:22:40,2024-09-08 15:47:20,2024-09-08 16:16:30,BLR,SUP-008,SKU-011,519,INV-241483,Shift B,Team 2
SHP-00458,2024-12-26 12:23:51,2024-12-26 13:43:49,2024-12-26 19:50:16,MUM,SUP-006,SKU-016,282,INV-508148,Shift C,Team 2
SHP-00459,2024-11-24 08:30:17,2024-11-24 09:27:11,2024-11-24 13:09:52,MUM,SUP-008,SKU-030,1771,INV-314584,Shift B,Team 2
SHP-00460,2025-01-05 13:36:54,2025-01-05 14:51:12,2025-01-05 19:37:33,BLR,SUP-001,SKU-002,1565,INV-700872,Shift B,Team 2
SHP-00461,2024-12-27 20:56:34,2024-12-27 22:52:22,2024-12-28 02:17:03,MUM,SUP-001,SKU-014,1845,INV-453141,Shift C,Team 3
SHP-00462,2024-10-29 11:59:12,2024-10-29 12:33:16,2024-10-29 18:03:15,BLR,SUP-007,SKU-003,1409,INV-101142,Shift A,Team 3
SHP-00463,2024-10-09 10:39:33,2024-10-09 11:33:53,2024-10-09 15:51:40,BLR,SUP-001,SKU-027,1892,INV-940361,Shift A,Team 1
SHP-00464,2024-11-18 18:50:44,2024-11-18 20:08:29,2024-11-18 22:28:06,DEL,SUP-003,SKU-004,1539,INV-448256,Shift C,Team 2
SHP-00465,2025-01-07 08:50:10,2025-01-07 10:38:34,2025-01-07 13:59:57,DEL,SUP-005,SKU-028,728,INV-261024,Shift A,Team 1
SHP-00466,2024-09-17 09:49:50,2024-09-17 11:26:49,2024-09-17 11:54:32,MUM,SUP-008,SKU-023,477,INV-399581,Shift C,Team 2
SHP-00467,2025-01-17 18:55:00,2025-01-17 20:19:52,2025-01-17 23:10:42,DEL,SUP-002,SKU-025,393,INV-788186,Shift B,Team 1
SHP-00468,2024-09-28 15:31:03,2024-09-28 16:39:20,2024-09-28 20:05:54,MUM,SUP-003,SKU-005,226,INV-311253,Shift A,Team 3
SHP-00469,2025-01-09 11:38:31,2025-01-09 13:13:40,2025-01-09 16:16:25,DEL,SUP-006,SKU-027,1276,INV-924922,Shift C,Team 3
SHP-00470,2024-12-02 12:26:32,2024-12-02 13:59:12,2024-12-02 19:11:06,DEL,SUP-005,SKU-027,1105,INV-211171,Shift C,Team 2
SHP-00471,2024-10-13 18:03:46,2024-10-13 19:31:59,2024-10-13 20:31:04,DEL,SUP-007,SKU-023,1762,INV-132640,Shift C,Team 3
SHP-00472,2024-10-04 21:50:28,2024-10-04 23:09:51,2024-10-05 01:30:17,DEL,SUP-005,SKU-010,1567,INV-273797,Shift B,Team 2
SHP-00473,2024-09-26 10:10:28,2024-09-26 11:06:48,2024-09-26 16:42:23,DEL,SUP-002,SKU-012,528,INV-990562,Shift B,Team 1
SHP-00474,2024-10-30 17:58:21,2024-10-30 19:02:55,2024-10-30 23:40:17,BLR,SUP-004,SKU-029,1744,INV-789127,Shift C,Team 3
SHP-00475,2024-10-21 15:26:04,2024-10-21 16:04:22,2024-10-21 17:27:11,MUM,SUP-002,SKU-013,1068,INV-591508,Shift C,Team 3
SHP-00476,2024-12-04 19:07:46,2024-12-04 20:47:52,2024-12-04 21:31:37,DEL,SUP-006,SKU-002,368,INV-961617,Shift B,Team 3
SHP-00477,2024-12-20 12:17:26,2024-12-20 13:43:29,2024-12-20 15:39:54,MUM,SUP-001,SKU-022,952,INV-540830,Shift A,Team 1
SHP-00478,2024-10-09 13:14:48,2024-10-09 14:50:02,2024-10-09 15:32:52,BLR,SUP-008,SKU-004,1718,INV-224829,Shift B,Team 3
SHP-00479,2024-11-01 21:25:15,2024-11-01 22:47:23,2024-11-02 01:56:11,BLR,SUP-003,SKU-019,1415,INV-339074,Shift B,Team 3
SHP-00480,2024-11-13 10:22:45,2024-11-13 10:57:51,2024-11-13 16:50:40,MUM,SUP-007,SKU-004,713,INV-431725,Shift B,Team 3
SHP-00481,2024-10-17 13:13:00,2024-10-17 14:40:24,2024-10-17 17:58:10,DEL,SUP-005,SKU-004,1756,INV-949262,Shift B,Team 2
SHP-00482,2024-11-29 19:31:21,2024-11-29 21:04:38,2024-11-30 00:30:29,MUM,SUP-008,SKU-001,1764,INV-541156,Shift B,Team 2
SHP-00483,2024-09-10 09:11:57,2024-09-10 10:35:22,2024-09-10 12:34:57,MUM,SUP-001,SKU-006,1206,INV-983942,Shift B,Team 3
SHP-00484,2025-01-23 20:11:44,2025-01-23 21:28:01,2025-01-23 22:57:23,MUM,SUP-002,SKU-013,739,INV-435969,Shift B,Team 3
SHP-00485,2025-02-01 07:11:15,2025-02-01 08:33:33,2025-02-01 09:02:10,MUM,SUP-007,SKU-001,1767,INV-275791,Shift B,Team 3
SHP-00486,2024-11-04 10:57:03,2024-11-04 11:50:46,2024-11-04 13:42:41,MUM,SUP-007,SKU-003,1609,INV-315338,Shift C,Team 1
SHP-00487,2025-01-13 21:57:40,2025-01-13 23:54:01,2025-01-14 04:37:43,MUM,SUP-007,SKU-011,973,INV-183124,Shift A,Team 1
SHP-00488,2025-02-22 11:56:14,2025-02-22 13:27:32,2025-02-22 16:59:57,MUM,SUP-001,SKU-012,1092,INV-762736,Shift B,Team 3
SHP-00489,2025-02-09 18:24:12,2025-02-09 20:13:16,2025-02-09 20:25:58,MUM,SUP-003,SKU-009,337,INV-694618,Shift C,Team 3
SHP-00490,2025-02-18 15:49:00,2025-02-18 16:53:50,2025-02-18 20:27:17,MUM,SUP-002,SKU-013,714,INV-635553,Shift A,Team 1
SHP-00491,2025-01-10 11:34:23,2025-01-10 12:48:20,2025-01-10 16:57:58,BLR,SUP-007,SKU-030,1506,INV-850013,Shift C,Team 1
SHP-00492,2024-10-10 10:31:45,2024-10-10 11:05:59,2024-10-10 17:16:03,DEL,SUP-004,SKU-025,814,INV-604415,Shift A,Team 3
SHP-00493,2025-02-03 10:49:36,2025-02-03 11:54:29,2025-02-03 15:39:20,MUM,SUP-004,SKU-026,1894,INV-334780,Shift B,Team 3
SHP-00494,2024-09-10 11:59:17,2024-09-10 13:52:58,2024-09-10 16:33:23,DEL,SUP-005,SKU-022,1327,INV-736980,Shift B,Team 1
SHP-00495,2024-11-19 20:11:51,2024-11-19 21:10:19,2024-11-19 23:09:12,DEL,SUP-006,SKU-022,384,INV-582598,Shift C,Team 3
SHP-00496,2024-09-26 11:13:39,2024-09-26 12:30:20,2024-09-26 15:12:37,DEL,SUP-004,SKU-026,841,INV-300287,Shift B,Team 2
SHP-00497,2024-10-16 10:30:48,2024-10-16 11:02:00,2024-10-16 16:09:24,DEL,SUP-004,SKU-016,1292,INV-875668,Shift A,Team 1
SHP-00498,2025-01-03 19:12:11,2025-01-03 20:41:25,2025-01-04 01:44:32,MUM,SUP-002,SKU-001,1521,INV-438590,Shift B,Team 2
SHP-00499,2025-02-14 19:02:05,2025-02-14 20:33:24,2025-02-15 00:19:39,MUM,SUP-008,SKU-008,1956,INV-808962,Shift A,Team 2
SHP-00500,2024-10-13 21:41:03,2024-10-13 22:19:29,2024-10-13 23:56:46,DEL,SUP-004,SKU-029,1863,INV-641671,Shift B,Team 3
SHP-00501,2024-11-28 18:25:00,2024-11-28 19:18:42,2024-11-29 00:50:59,MUM,SUP-004,SKU-023,734,INV-209755,Shift A,Team 2
SHP-00502,2025-02-13 18:06:35,2025-02-13 19:56:29,2025-02-13 19:59:35,MUM,SUP-002,SKU-026,1512,INV-889098,Shift A,Team 1
SHP-00503,2024-12-17 20:06:34,2024-12-17 21:47:58,2024-12-18 03:28:34,DEL,SUP-004,SKU-006,1607,INV-520055,Shift C,Team 2
SHP-00504,2024-11-02 07:06:25,2024-11-02 08:32:55,2024-11-02 09:17:23,MUM,SUP-002,SKU-030,382,INV-879778,Shift A,Team 3
SHP-00505,2024-12-06 09:46:31,2024-12-06 11:35:34,2024-12-06 15:06:31,MUM,SUP-008,SKU-030,1129,INV-663847,Shift A,Team 1
SHP-00506,2024-12-10 10:09:23,2024-12-10 12:07:00,2024-12-10 13:02:57,MUM,SUP-005,SKU-020,641,INV-474509,Shift B,Team 3
SHP-00507,2024-11-03 16:40:34,2024-11-03 17:47:39,2024-11-03 19:55:39,DEL,SUP-005,SKU-015,375,INV-125941,Shift A,Team 2
SHP-00508,2024-11-07 08:02:50,2024-11-07 09:11:17,2024-11-07 13:54:03,MUM,SUP-001,SKU-002,881,INV-169618,Shift B,Team 1
SHP-00509,2024-11-05 15:52:10,2024-11-05 17:17:21,2024-11-05 22:59:43,BLR,SUP-008,SKU-005,1345,INV-630612,Shift C,Team 1
SHP-00510,2024-11-24 19:28:02,2024-11-24 20:29:59,2024-11-25 02:10:44,MUM,SUP-006,SKU-009,439,INV-575011,Shift C,Team 1
SHP-00511,2024-11-09 15:03:15,2024-11-09 16:36:33,2024-11-09 20:09:46,MUM,SUP-008,SKU-016,1764,INV-344864,Shift A,Team 3
SHP-00512,2024-11-08 10:21:52,2024-11-08 11:42:14,2024-11-08 14:13:32,DEL,SUP-001,SKU-004,1213,INV-243345,Shift C,Team 1
SHP-00513,2024-12-01 08:46:28,2024-12-01 09:49:36,2024-12-01 12:15:47,BLR,SUP-005,SKU-017,1884,INV-773744,Shift A,Team 1
SHP-00514,2024-09-22 10:52:49,2024-09-22 11:49:50,2024-09-22 13:44:25,BLR,SUP-006,SKU-004,873,INV-172322,Shift C,Team 2
SHP-00515,2024-09-10 08:21:16,2024-09-10 09:14:09,2024-09-10 13:36:55,DEL,SUP-007,SKU-009,1416,INV-935816,Shift B,Team 1
SHP-00516,2024-09-14 19:37:59,2024-09-14 21:29:55,2024-09-15 02:48:48,BLR,SUP-007,SKU-026,313,INV-987681,Shift B,Team 3
SHP-00517,2024-09-08 19:54:00,2024-09-08 20:39:54,2024-09-08 22:55:40,DEL,SUP-006,SKU-025,1539,INV-671232,Shift B,Team 3
