trndte,trlr_id,yard_loc,warehouse,shift
2024-09-12 13:34:11,TRL-8516,DOCK,MUM,Shift C
2024-12-01 05:50:09,TRL-2325,YARD,DEL,Shift B
2024-12-01 06:13:24,TRL-2325,DOCK,DEL,Shift B
2024-12-12 12:25:39,TRL-2318,YARD,BLR,Shift A
2024-12-12 13:00:30,TRL-2318,DOCK,BLR,Shift A
2025-02-07 20:33:11,TRL-5979,YARD,BLR,Shift C
2025-02-07 21:07:38,TRL-5979,DOCK,BLR,Shift C
2024-11-29 16:58:37,TRL-6953,YARD,DEL,Shift A
2024-11-29 17:59:01,TRL-6953,DOCK,DEL,Shift A
2024-10-22 05:53:47,TRL-3322,YARD,BLR,Shift B
2024-10-22 06:38:26,TRL-3322,DOCK,BLR,Shift B
2025-02-18 18:30:23,TRL-6544,YARD,DEL,Shift B
2025-02-18 19:47:05,TRL-6544,DOCK,DEL,Shift B
2024-10-14 18:19:35,TRL-4048,YARD,MUM,Shift C
2024-10-14 19:06:40,TRL-4048,DOCK,MUM,Shift C
2025-02-16 13:57:26,TRL-2282,YARD,DEL,Shift B
2025-02-16 14:45:22,TRL-2282,DOCK,DEL,Shift B
2025-01-08 08:03:18,TRL-2905,YARD,MUM,Shift B
2025-01-08 09:14:56,TRL-2905,DOCK,MUM,Shift B
2024-12-15 20:15:16,TRL-9208,YARD,MUM,Shift C
2024-12-15 21:01:24,TRL-9208,DOCK,MUM,Shift C
2024-12-14 06:49:50,TRL-3316,YARD,MUM,Shift C
2024-12-14 07:22:52,TRL-3316,DOCK,MUM,Shift C
2025-02-19 09:44:36,TRL-6806,YARD,DEL,Shift B
2025-02-19 10:07:35,TRL-6806,DOCK,DEL,Shift B
2024-12-10 07:35:02,TRL-7581,YARD,BLR,Shift B
2024-12-10 08:52:13,TRL-7581,DOCK,BLR,Shift B
2024-10-05 09:59:04,TRL-8219,YARD,BLR,Shift A
2024-10-05 10:30:28,TRL-8219,DOCK,BLR,Shift A
2025-02-15 08:15:42,TRL-1413,YARD,BLR,Shift A
2025-02-15 08:57:57,TRL-1413,DOCK,BLR,Shift A
2025-02-02 18:21:32,TRL-4399,YARD,DEL,Shift A
2025-02-02 18:43:55,TRL-4399,DOCK,DEL,Shift A
2024-09-15 14:53:19,TRL-9920,YARD,DEL,Shift A
2024-09-15 15:44:09,TRL-9920,DOCK,DEL,Shift A
2024-09-28 19:26:22,TRL-5693,YARD,BLR,Shift A
2024-09-28 19:53:48,TRL-5693,DOCK,BLR,Shift A
2024-10-24 09:04:29,TRL-3290,YARD,MUM,Shift C
2024-10-24 10:11:02,TRL-3290,DOCK,MUM,Shift C
2024-12-19 05:31:35,TRL-5729,YARD,DEL,Shift C
2024-12-19 06:15:08,TRL-5729,DOCK,DEL,Shift C
2024-09-17 09:38:09,TRL-2127,YARD,BLR,Shift B
2024-09-17 10:15:26,TRL-2127,DOCK,BLR,Shift B
2024-10-26 13:06:52,TRL-7405,YARD,BLR,Shift C
2024-10-26 13:35:03,TRL-7405,DOCK,BLR,Shift C
2024-12-26 15:48:32,TRL-7951,YARD,DEL,Shift A
2024-12-26 16:58:05,TRL-7951,DOCK,DEL,Shift A
2024-10-29 07:42:56,TRL-1013,YARD,MUM,Shift B
2024-10-29 09:09:17,TRL-1013,DOCK,MUM,Shift B
2024-10-05 08:12:23,TRL-2809,YARD,MUM,Shift A
2024-10-05 09:27:47,TRL-2809,DOCK,MUM,Shift A
2024-10-21 14:54:52,TRL-7817,YARD,MUM,Shift A
2024-10-21 15:17:07,TRL-7817,DOCK,MUM,Shift A
2024-12-25 15:39:40,TRL-5885,YARD,DEL,Shift C
2024-12-25 16:41:37,TRL-5885,DOCK,DEL,Shift C
2025-01-17 12:18:00,TRL-2675,YARD,BLR,Shift C
2025-01-17 12:46:55,TRL-2675,DOCK,BLR,Shift C
2025-01-02 16:32:15,TRL-9378,YARD,BLR,Shift A
2025-01-02 16:55:42,TRL-9378,DOCK,BLR,Shift A
2025-02-10 12:47:30,TRL-7500,YARD,MUM,Shift C
2025-02-10 13:57:47,TRL-7500,DOCK,MUM,Shift C
2025-02-07 20:15:20,TRL-4394,YARD,BLR,Shift C
2025-02-07 20:49:58,TRL-4394,DOCK,BLR,Shift C
2024-10-17 16:44:45,TRL-1445,YARD,DEL,Shift A
2024-10-17 17:28:52,TRL-1445,DOCK,DEL,Shift A
2024-11-23 11:22:24,TRL-7178,YARD,BLR,Shift A
2024-11-23 12:50:40,TRL-7178,DOCK,BLR,Shift A
2025-01-17 19:31:08,TRL-7348,YARD,DEL,Shift B
2025-01-17 20:24:25,TRL-7348,DOCK,DEL,Shift B
2024-09-30 08:53:38,TRL-8914,YARD,DEL,Shift C
2024-09-30 09:24:52,TRL-8914,DOCK,DEL,Shift C
2024-12-19 14:33:44,TRL-4790,YARD,DEL,Shift B
2024-12-19 14:50:51,TRL-4790,DOCK,DEL,Shift B
2025-02-20 18:12:52,TRL-9868,YARD,MUM,Shift A
2025-02-20 19:04:20,TRL-9868,DOCK,MUM,Shift A
2024-10-09 11:32:01,TRL-4732,YARD,MUM,Shift C
2024-10-09 12:41:41,TRL-4732,DOCK,MUM,Shift C
2024-11-08 10:44:07,TRL-2290,YARD,MUM,Shift B
2024-11-08 11:24:57,TRL-2290,DOCK,MUM,Shift B
2024-09-08 12:27:40,TRL-3967,YARD,BLR,Shift B
2024-09-08 13:54:04,TRL-3967,DOCK,BLR,Shift B
2024-12-26 10:39:51,TRL-2861,YARD,MUM,Shift C
2024-12-26 11:43:08,TRL-2861,DOCK,MUM,Shift C
2024-11-24 08:03:17,TRL-8906,YARD,MUM,Shift B
2024-11-24 08:47:01,TRL-8906,DOCK,MUM,Shift B
2025-01-05 12:41:54,TRL-4654,YARD,BLR,Shift B
2025-01-05 13:01:43,TRL-4654,DOCK,BLR,Shift B
2024-12-27 20:30:34,TRL-5329,YARD,MUM,Shift C
2024-12-27 21:13:51,TRL-5329,DOCK,MUM,Shift C
2024-10-29 10:25:12,TRL-3378,YARD,BLR,Shift A
2024-10-29 10:47:15,TRL-3378,DOCK,BLR,Shift A
2024-10-09 09:22:33,TRL-9900,YARD,BLR,Shift A
2024-10-09 09:50:19,TRL-9900,DOCK,BLR,Shift A
2024-11-18 18:10:44,TRL-9414,YARD,DEL,Shift C
2024-11-18 18:46:47,TRL-9414,DOCK,DEL,Shift C
2025-01-07 07:24:10,TRL-3032,YARD,DEL,Shift A
2025-01-07 07:53:36,TRL-3032,DOCK,DEL,Shift A
2024-09-17 08:21:50,TRL-2433,YARD,MUM,Shift C
2024-09-17 08:45:23,TRL-2433,DOCK,MUM,Shift C
2025-01-17 17:12:00,TRL-7561,YARD,DEL,Shift B
2025-01-17 17:31:00,TRL-7561,DOCK,DEL,Shift B
2024-09-28 14:29:03,TRL-8871,YARD,MUM,Shift A
2024-09-28 15:34:50,TRL-8871,DOCK,MUM,Shift A
2025-01-09 10:00:31,TRL-9615,YARD,DEL,Shift C
2025-01-09 11:10:11,TRL-9615,DOCK,DEL,Shift C
2024-12-02 10:43:32,TRL-9530,YARD,DEL,Shift C
2024-12-02 11:17:26,TRL-9530,DOCK,DEL,Shift C
2024-10-13 17:07:46,TRL-8816,YARD,DEL,Shift C
2024-10-13 18:06:23,TRL-8816,DOCK,DEL,Shift C
2024-10-04 20:11:28,TRL-8353,YARD,DEL,Shift B
2024-10-04 21:11:29,TRL-8353,DOCK,DEL,Shift B
2024-09-26 09:30:28,TRL-6172,YARD,DEL,Shift B
2024-09-26 10:55:12,TRL-6172,DOCK,DEL,Shift B
2024-10-30 17:25:21,TRL-3208,YARD,BLR,Shift C
2024-10-30 18:17:07,TRL-3208,DOCK,BLR,Shift C
2024-10-21 14:31:04,TRL-2808,YARD,MUM,Shift C
2024-10-21 15:27:02,TRL-2808,DOCK,MUM,Shift C
2024-12-04 18:05:46,TRL-7704,YARD,DEL,Shift B
2024-12-04 19:34:51,TRL-7704,DOCK,DEL,Shift B
2024-12-20 10:51:26,TRL-6831,YARD,MUM,Shift A
2024-12-20 12:01:45,TRL-6831,DOCK,MUM,Shift A
2024-10-09 11:30:48,TRL-9757,YARD,BLR,Shift B
2024-10-09 11:53:27,TRL-9757,DOCK,BLR,Shift B
2024-11-01 20:10:15,TRL-1154,YARD,BLR,Shift B
2024-11-01 20:31:01,TRL-1154,DOCK,BLR,Shift B
2024-11-13 08:42:45,TRL-4461,YARD,MUM,Shift B
2024-11-13 09:57:48,TRL-4461,DOCK,MUM,Shift B
2024-10-17 12:01:00,TRL-6134,YARD,DEL,Shift B
2024-10-17 13:20:37,TRL-6134,DOCK,DEL,Shift B
2024-11-29 18:19:21,TRL-2551,YARD,MUM,Shift B
2024-11-29 18:49:21,TRL-2551,DOCK,MUM,Shift B
2024-09-10 08:30:57,TRL-2542,YARD,MUM,Shift B
2024-09-10 09:30:40,TRL-2542,DOCK,MUM,Shift B
2025-01-23 19:06:44,TRL-7005,YARD,MUM,Shift B
2025-01-23 19:55:22,TRL-7005,DOCK,MUM,Shift B
2025-02-01 05:16:15,TRL-3916,YARD,MUM,Shift B
2025-02-01 06:36:15,TRL-3916,DOCK,MUM,Shift B
2024-11-04 10:24:03,TRL-7789,YARD,MUM,Shift C
2024-11-04 11:10:26,TRL-7789,DOCK,MUM,Shift C
2025-01-13 20:20:40,TRL-5998,YARD,MUM,Shift A
2025-01-13 21:06:27,TRL-5998,DOCK,MUM,Shift A
2025-02-22 10:25:14,TRL-8995,YARD,MUM,Shift B
2025-02-22 11:18:16,TRL-8995,DOCK,MUM,Shift B
2025-02-09 16:51:12,TRL-2452,YARD,MUM,Shift C
2025-02-09 18:09:08,TRL-2452,DOCK,MUM,Shift C
2025-02-18 14:22:00,TRL-4461,YARD,MUM,Shift A
2025-02-18 15:40:58,TRL-4461,DOCK,MUM,Shift A
2025-01-10 10:24:23,TRL-1877,YARD,BLR,Shift C
2025-01-10 11:19:09,TRL-1877,DOCK,BLR,Shift C
2024-10-10 08:42:45,TRL-3731,YARD,DEL,Shift A
2024-10-10 09:01:18,TRL-3731,DOCK,DEL,Shift A
2025-02-03 09:07:36,TRL-4394,YARD,MUM,Shift B
2025-02-03 10:24:20,TRL-4394,DOCK,MUM,Shift B
2024-09-10 11:30:17,TRL-9185,YARD,DEL,Shift B
2024-09-10 12:17:14,TRL-9185,DOCK,DEL,Shift B
2024-11-19 19:07:51,TRL-9089,YARD,DEL,Shift C
2024-11-19 19:36:59,TRL-9089,DOCK,DEL,Shift C
2024-09-26 10:39:39,TRL-3813,YARD,DEL,Shift B
2024-09-26 11:23:49,TRL-3813,DOCK,DEL,Shift B
2024-10-16 09:17:48,TRL-4186,YARD,DEL,Shift A
2024-10-16 10:41:52,TRL-4186,DOCK,DEL,Shift A
2025-01-03 18:43:11,TRL-4966,YARD,MUM,Shift B
2025-01-03 19:33:26,TRL-4966,DOCK,MUM,Shift B
2025-02-14 18:00:05,TRL-9632,YARD,MUM,Shift A
2025-02-14 18:35:09,TRL-9632,DOCK,MUM,Shift A
2024-10-13 19:45:03,TRL-1600,YARD,DEL,Shift B
2024-10-13 21:03:38,TRL-1600,DOCK,DEL,Shift B
2024-11-28 16:37:00,TRL-6086,YARD,MUM,Shift A
2024-11-28 17:37:09,TRL-6086,DOCK,MUM,Shift A
2025-02-13 17:15:35,TRL-1922,YARD,MUM,Shift A
2025-02-13 18:06:17,TRL-1922,DOCK,MUM,Shift A
2024-12-17 18:30:34,TRL-3676,YARD,DEL,Shift C
2024-12-17 19:12:21,TRL-3676,DOCK,DEL,Shift C
2024-11-02 05:59:25,TRL-5847,YARD,MUM,Shift A
2024-11-02 06:53:06,TRL-5847,DOCK,MUM,Shift A
2024-12-06 08:22:31,TRL-6454,YARD,MUM,Shift A
2024-12-06 08:54:23,TRL-6454,DOCK,MUM,Shift A
2024-12-10 09:19:23,TRL-7899,YARD,MUM,Shift B
2024-12-10 10:25:23,TRL-7899,DOCK,MUM,Shift B
2024-11-03 14:43:34,TRL-9981,YARD,DEL,Shift A
2024-11-03 16:00:52,TRL-9981,DOCK,DEL,Shift A
2024-11-07 06:41:50,TRL-3509,YARD,MUM,Shift B
2024-11-07 08:00:37,TRL-3509,DOCK,MUM,Shift B
2024-11-05 14:15:10,TRL-4568,YARD,BLR,Shift C
2024-11-05 15:17:34,TRL-4568,DOCK,BLR,Shift C
2024-11-24 18:27:02,TRL-3383,YARD,MUM,Shift C
2024-11-24 19:40:19,TRL-3383,DOCK,MUM,Shift C
2024-11-09 14:30:15,TRL-6603,YARD,MUM,Shift A
2024-11-09 15:18:05,TRL-6603,DOCK,MUM,Shift A
2024-11-08 09:53:52,TRL-5461,YARD,DEL,Shift C
2024-11-08 11:11:23,TRL-5461,DOCK,DEL,Shift C
2024-12-01 07:45:28,TRL-4018,YARD,BLR,Shift A
2024-12-01 08:42:17,TRL-4018,DOCK,BLR,Shift A
2024-09-22 09:12:49,TRL-2093,YARD,BLR,Shift C
2024-09-22 10:23:14,TRL-2093,DOCK,BLR,Shift C
2024-09-10 06:58:16,TRL-5162,YARD,DEL,Shift B
2024-09-10 08:18:20,TRL-5162,DOCK,DEL,Shift B
2024-09-14 19:04:59,TRL-3940,YARD,BLR,Shift B
2024-09-14 20:21:24,TRL-3940,DOCK,BLR,Shift B
2024-09-08 18:04:00,TRL-3985,YARD,DEL,Shift B
2024-09-08 18:33:05,TRL-3985,DOCK,DEL,Shift B
2025-02-21 08:12:05,TRL-1611,YARD,BLR,Shift A
2025-02-21 09:19:17,TRL-1611,DOCK,BLR,Shift A
2024-10-21 12:35:32,TRL-7474,YARD,MUM,Shift C
2024-10-21 13:33:23,TRL-7474,DOCK,MUM,Shift C
2024-12-23 07:29:27,TRL-5278,YARD,DEL,Shift A
2024-12-23 08:03:48,TRL-5278,DOCK,DEL,Shift A
2025-01-11 06:44:47,TRL-4406,YARD,DEL,Shift C
2025-01-11 07:57:43,TRL-4406,DOCK,DEL,Shift C
2024-10-19 19:38:49,TRL-5123,YARD,BLR,Shift A
2024-10-19 20:11:20,TRL-5123,DOCK,BLR,Shift A
2024-10-27 08:30:42,TRL-6143,YARD,MUM,Shift B
2024-10-27 09:02:01,TRL-6143,DOCK,MUM,Shift B
2025-01-05 10:59:23,TRL-1863,YARD,BLR,Shift A
2025-01-05 11:32:33,TRL-1863,DOCK,BLR,Shift A
2024-10-21 19:22:13,TRL-8705,YARD,DEL,Shift C
2024-10-21 20:07:12,TRL-8705,DOCK,DEL,Shift C
2024-10-02 07:44:50,TRL-6532,YARD,MUM,Shift B
2024-10-02 09:11:40,TRL-6532,DOCK,MUM,Shift B
2024-09-06 07:00:58,TRL-1755,YARD,MUM,Shift B
2024-09-06 08:00:00,TRL-1755,DOCK,MUM,Shift B
2024-09-17 14:32:11,TRL-6011,YARD,BLR,Shift A
2024-09-17 15:53:19,TRL-6011,DOCK,BLR,Shift A
2024-12-23 05:32:31,TRL-9820,YARD,BLR,Shift C
2024-12-23 05:57:41,TRL-9820,DOCK,BLR,Shift C
2024-12-15 12:58:58,TRL-5547,YARD,MUM,Shift C
2024-12-15 13:16:22,TRL-5547,DOCK,MUM,Shift C
2024-10-17 08:46:32,TRL-3880,YARD,BLR,Shift B
2024-10-17 09:09:36,TRL-3880,DOCK,BLR,Shift B
2024-09-12 17:50:12,TRL-8920,YARD,DEL,Shift B
2024-09-12 19:03:25,TRL-8920,DOCK,DEL,Shift B
2025-01-16 15:24:46,TRL-4083,YARD,DEL,Shift B
2025-01-16 16:28:34,TRL-4083,DOCK,DEL,Shift B
2024-09-30 09:18:43,TRL-2522,YARD,BLR,Shift A
2024-09-30 10:03:45,TRL-2522,DOCK,BLR,Shift A
2024-11-29 19:44:32,TRL-2054,YARD,DEL,Shift A
2024-11-29 21:05:20,TRL-2054,DOCK,DEL,Shift A
2024-10-11 18:49:24,TRL-4535,YARD,MUM,Shift C
2024-10-11 19:39:41,TRL-4535,DOCK,MUM,Shift C
2024-12-27 08:34:02,TRL-8025,YARD,BLR,Shift A
2024-12-27 08:51:11,TRL-8025,DOCK,BLR,Shift A
2024-09-18 17:59:16,TRL-3229,YARD,BLR,Shift C
2024-09-18 18:50:10,TRL-3229,DOCK,BLR,Shift C
2025-01-17 16:05:11,TRL-4708,YARD,MUM,Shift A
2025-01-17 16:42:12,TRL-4708,DOCK,MUM,Shift A
2024-11-19 06:47:34,TRL-1183,YARD,BLR,Shift B
2024-11-19 08:11:33,TRL-1183,DOCK,BLR,Shift B
2024-11-30 19:23:26,TRL-6007,YARD,BLR,Shift A
2024-11-30 20:27:13,TRL-6007,DOCK,BLR,Shift A
2024-12-03 05:39:04,TRL-3797,YARD,MUM,Shift A
2024-12-03 06:57:53,TRL-3797,DOCK,MUM,Shift A
2024-11-19 11:04:50,TRL-5429,YARD,BLR,Shift C
2024-11-19 12:11:27,TRL-5429,DOCK,BLR,Shift C
2024-10-09 16:18:23,TRL-9605,YARD,MUM,Shift B
2024-10-09 16:50:35,TRL-9605,DOCK,MUM,Shift B
2025-01-24 14:53:32,TRL-2004,YARD,BLR,Shift A
2025-01-24 15:59:03,TRL-2004,DOCK,BLR,Shift A
2025-01-12 19:21:15,TRL-5024,YARD,BLR,Shift A
2025-01-12 20:31:15,TRL-5024,DOCK,BLR,Shift A
2024-12-06 14:56:31,TRL-8108,YARD,MUM,Shift C
2024-12-06 15:34:39,TRL-8108,DOCK,MUM,Shift C
2024-10-19 19:50:22,TRL-1236,YARD,MUM,Shift A
2024-10-19 21:12:14,TRL-1236,DOCK,MUM,Shift A
2025-02-06 07:43:17,TRL-2636,YARD,MUM,Shift A
2025-02-06 08:57:36,TRL-2636,DOCK,MUM,Shift A
2025-01-23 07:14:49,TRL-5754,YARD,DEL,Shift C
2025-01-23 07:42:25,TRL-5754,DOCK,DEL,Shift C
2024-09-26 10:25:21,TRL-5435,YARD,BLR,Shift C
2024-09-26 11:30:33,TRL-5435,DOCK,BLR,Shift C
2024-12-25 08:49:29,TRL-1504,YARD,DEL,Shift C
2024-12-25 09:56:28,TRL-1504,DOCK,DEL,Shift C
2024-11-08 06:58:44,TRL-5008,YARD,BLR,Shift C
2024-11-08 07:41:19,TRL-5008,DOCK,BLR,Shift C
2024-09-17 10:41:36,TRL-6040,YARD,MUM,Shift B
2024-09-17 11:27:27,TRL-6040,DOCK,MUM,Shift B
2025-01-11 18:43:39,TRL-2488,YARD,BLR,Shift C
2025-01-11 19:48:46,TRL-2488,DOCK,BLR,Shift C
2025-01-23 16:07:41,TRL-9433,YARD,MUM,Shift A
2025-01-23 17:11:59,TRL-9433,DOCK,MUM,Shift A
2025-01-18 12:41:02,TRL-6510,YARD,BLR,Shift B
2025-01-18 14:10:15,TRL-6510,DOCK,BLR,Shift B
2024-12-01 18:38:47,TRL-1132,YARD,BLR,Shift C
2024-12-01 19:53:59,TRL-1132,DOCK,BLR,Shift C
2025-01-25 12:10:23,TRL-5669,YARD,BLR,Shift A
2025-01-25 12:48:33,TRL-5669,DOCK,BLR,Shift A
2025-02-06 12:03:45,TRL-6759,YARD,MUM,Shift A
2025-02-06 13:05:19,TRL-6759,DOCK,MUM,Shift A
2025-01-19 07:47:44,TRL-2064,YARD,BLR,Shift B
2025-01-19 08:37:47,TRL-2064,DOCK,BLR,Shift B
2024-10-18 20:46:28,TRL-6241,YARD,BLR,Shift A
2024-10-18 22:03:46,TRL-6241,DOCK,BLR,Shift A
2024-09-25 19:38:36,TRL-3199,YARD,MUM,Shift A
2024-09-25 20:56:30,TRL-3199,DOCK,MUM,Shift A
2024-11-12 14:31:20,TRL-2529,YARD,BLR,Shift A
2024-11-12 15:33:50,TRL-2529,DOCK,BLR,Shift A
2024-11-09 20:11:11,TRL-1914,YARD,BLR,Shift B
2024-11-09 21:34:22,TRL-1914,DOCK,BLR,Shift B
2025-02-13 16:47:03,TRL-3934,YARD,MUM,Shift B
2025-02-13 18:06:33,TRL-3934,DOCK,MUM,Shift B
2024-09-14 11:20:35,TRL-2156,YARD,BLR,Shift A
2024-09-14 12:23:48,TRL-2156,DOCK,BLR,Shift A
2024-10-15 11:52:55,TRL-6215,YARD,DEL,Shift B
2024-10-15 12:31:52,TRL-6215,DOCK,DEL,Shift B
2025-01-02 10:29:26,TRL-5377,YARD,MUM,Shift C
2025-01-02 11:40:38,TRL-5377,DOCK,MUM,Shift C
2024-11-21 21:15:57,TRL-3874,YARD,DEL,Shift A
2024-11-21 22:18:30,TRL-3874,DOCK,DEL,Shift A
2024-09-17 11:04:06,TRL-3859,YARD,DEL,Shift B
2024-09-17 11:55:07,TRL-3859,DOCK,DEL,Shift B
2025-02-17 16:10:58,TRL-7252,YARD,BLR,Shift B
2025-02-17 17:09:41,TRL-7252,DOCK,BLR,Shift B
2024-11-07 11:17:33,TRL-7937,YARD,DEL,Shift B
2024-11-07 11:45:32,TRL-7937,DOCK,DEL,Shift B
2025-01-20 18:17:26,TRL-3750,YARD,MUM,Shift A
2025-01-20 18:58:27,TRL-3750,DOCK,MUM,Shift A
2025-01-24 18:19:19,TRL-4796,YARD,DEL,Shift B
2025-01-24 19:03:05,TRL-4796,DOCK,DEL,Shift B
2025-01-26 11:58:59,TRL-5096,YARD,BLR,Shift C
2025-01-26 13:16:35,TRL-5096,DOCK,BLR,Shift C
2025-02-08 07:56:27,TRL-9876,YARD,DEL,Shift A
2025-02-08 09:08:02,TRL-9876,DOCK,DEL,Shift A
2024-11-16 13:06:38,TRL-1266,YARD,BLR,Shift C
2024-11-16 14:21:06,TRL-1266,DOCK,BLR,Shift C
2025-01-23 09:12:21,TRL-6006,YARD,MUM,Shift C
2025-01-23 09:48:22,TRL-6006,DOCK,MUM,Shift C
2025-02-24 08:55:14,TRL-3437,YARD,DEL,Shift B
2025-02-24 09:10:23,TRL-3437,DOCK,DEL,Shift B
2024-12-23 15:48:22,TRL-7957,YARD,MUM,Shift C
2024-12-23 16:16:41,TRL-7957,DOCK,MUM,Shift C
2024-09-22 18:41:23,TRL-4077,YARD,DEL,Shift C
2024-09-22 19:27:08,TRL-4077,DOCK,DEL,Shift C
2025-01-04 17:57:45,TRL-4302,YARD,MUM,Shift A
2025-01-04 19:03:20,TRL-4302,DOCK,MUM,Shift A
2025-01-27 08:37:00,TRL-9827,YARD,MUM,Shift C
2025-01-27 09:09:15,TRL-9827,DOCK,MUM,Shift C
2025-02-09 11:07:37,TRL-4901,YARD,DEL,Shift A
2025-02-09 11:38:16,TRL-4901,DOCK,DEL,Shift A
2025-01-13 15:40:12,TRL-7077,YARD,DEL,Shift B
2025-01-13 17:05:37,TRL-7077,DOCK,DEL,Shift B
2024-11-12 10:33:18,TRL-9631,YARD,MUM,Shift A
2024-11-12 11:21:00,TRL-9631,DOCK,MUM,Shift A
2025-02-18 05:17:36,TRL-5168,YARD,MUM,Shift B
2025-02-18 05:35:23,TRL-5168,DOCK,MUM,Shift B
2024-11-29 17:45:35,TRL-8121,YARD,BLR,Shift B
2024-11-29 19:01:12,TRL-8121,DOCK,BLR,Shift B
2025-01-08 19:22:02,TRL-5718,YARD,DEL,Shift C
2025-01-08 19:58:21,TRL-5718,DOCK,DEL,Shift C
2024-09-13 20:51:32,TRL-3893,YARD,MUM,Shift A
2024-09-13 22:17:18,TRL-3893,DOCK,MUM,Shift A
2025-01-03 07:38:27,TRL-3188,YARD,BLR,Shift A
2025-01-03 08:18:10,TRL-3188,DOCK,BLR,Shift A
2024-10-20 09:33:10,TRL-1341,YARD,BLR,Shift A
2024-10-20 10:08:20,TRL-1341,DOCK,BLR,Shift A
2024-10-01 09:16:29,TRL-6570,YARD,MUM,Shift B
2024-10-01 10:14:48,TRL-6570,DOCK,MUM,Shift B
2025-02-03 16:09:30,TRL-6691,YARD,BLR,Shift C
2025-02-03 17:37:33,TRL-6691,DOCK,BLR,Shift C
2024-12-30 14:02:59,TRL-9569,YARD,MUM,Shift A
2024-12-30 15:32:08,TRL-9569,DOCK,MUM,Shift A
2024-10-20 19:50:28,TRL-5456,YARD,DEL,Shift C
2024-10-20 21:08:43,TRL-5456,DOCK,DEL,Shift C
2024-10-27 21:02:39,TRL-1135,YARD,BLR,Shift A
2024-10-27 22:00:20,TRL-1135,DOCK,BLR,Shift A
2024-10-26 14:18:51,TRL-7913,YARD,MUM,Shift B
2024-10-26 14:58:21,TRL-7913,DOCK,MUM,Shift B
2024-12-30 12:47:37,TRL-6287,YARD,BLR,Shift A
2024-12-30 13:09:49,TRL-6287,DOCK,BLR,Shift A
