order_id,shipment_id,warehouse,sku,alloc_dte,pick_dte,stage_dte,load_dte,early_shpdte,dispatch_dte,shift,team
ORD-742243,SHP-00848,DEL,SKU-024,2024-09-23 00:45:17,2024-09-23 02:29:44,2024-09-23 03:48:56,2024-09-23 05:08:08,2024-09-23 07:42:05,2024-09-23 07:25:05,Shift A,Team 2
ORD-412956,SHP-00849,BLR,SKU-029,2024-09-21 01:22:55,2024-09-21 03:29:54,2024-09-21 05:40:40,2024-09-21 07:51:27,2024-09-21 07:58:36,2024-09-21 07:40:36,Shift A,Team 2
ORD-586343,SHP-00850,DEL,SKU-007,2025-01-23 00:31:47,2025-01-23 02:01:39,2025-01-23 03:40:57,2025-01-23 05:20:16,2025-01-23 07:15:49,2025-01-23 06:58:49,Shift B,Team 1
ORD-215122,SHP-00851,MUM,SKU-027,2024-12-03 01:17:55,2024-12-03 02:45:11,2024-12-03 04:25:38,2024-12-03 06:06:04,2024-12-03 08:35:09,2024-12-03 08:19:09,Shift A,Team 2
ORD-576949,SHP-00852,BLR,SKU-007,2025-02-13 00:44:11,2025-02-13 02:24:14,2025-02-13 03:46:20,2025-02-13 05:08:25,2025-02-13 07:07:48,2025-02-13 06:51:48,Shift A,Team 2
ORD-795428,SHP-00853,DEL,SKU-015,2024-09-09 00:49:08,2024-09-09 02:08:25,2024-09-09 03:12:04,2024-09-09 04:15:43,2024-09-09 07:58:12,2024-09-09 07:57:12,Shift A,Team 3
ORD-607255,SHP-00854,BLR,SKU-021,2024-10-11 01:00:41,2024-10-11 02:52:02,2024-10-11 04:45:18,2024-10-11 06:38:33,2024-10-11 07:50:28,2024-10-11 07:20:28,Shift A,Team 1
ORD-624792,SHP-00855,MUM,SKU-009,2025-01-30 01:08:23,2025-01-30 02:32:15,2025-01-30 03:52:15,2025-01-30 05:12:16,2025-01-30 07:41:47,2025-01-30 07:29:47,Shift B,Team 2
ORD-459251,SHP-00856,DEL,SKU-019,2024-12-17 01:05:41,2024-12-17 02:21:36,2024-12-17 03:31:41,2024-12-17 04:41:46,2024-12-17 09:03:29,2024-12-17 08:37:29,Shift B,Team 3
ORD-424031,SHP-00857,BLR,SKU-010,2025-01-24 00:44:06,2025-01-24 02:24:46,2025-01-24 03:25:14,2025-01-24 04:25:41,2025-01-24 07:37:43,2025-01-24 07:24:43,Shift A,Team 2
ORD-780212,SHP-00858,DEL,SKU-028,2024-11-17 01:07:18,2024-11-17 02:41:40,2024-11-17 03:41:44,2024-11-17 04:41:47,2024-11-17 09:24:25,2024-11-17 09:12:25,Shift B,Team 2
ORD-429330,SHP-00859,DEL,SKU-016,2024-11-28 00:45:34,2024-11-28 02:10:25,2024-11-28 03:49:09,2024-11-28 05:27:53,2024-11-28 07:22:03,2024-11-28 07:20:03,Shift A,Team 1
ORD-490992,SHP-00860,MUM,SKU-024,2024-11-23 00:55:33,2024-11-23 02:12:19,2024-11-23 03:22:44,2024-11-23 04:33:10,2024-11-23 09:57:18,2024-11-23 09:39:18,Shift B,Team 3
ORD-806898,SHP-00861,BLR,SKU-001,2025-02-03 01:18:58,2025-02-03 02:55:25,2025-02-03 04:23:35,2025-02-03 05:51:45,2025-02-03 09:21:57,2025-02-03 08:59:57,Shift C,Team 3
ORD-726843,SHP-00862,DEL,SKU-006,2024-12-21 01:25:34,2024-12-21 02:31:53,2024-12-21 04:22:33,2024-12-21 06:13:13,2024-12-21 07:07:37,2024-12-21 07:04:37,Shift B,Team 2
ORD-202467,SHP-00863,DEL,SKU-004,2025-01-11 00:48:49,2025-01-11 02:43:01,2025-01-11 04:02:21,2025-01-11 05:21:42,2025-01-11 09:32:06,2025-01-11 09:10:06,Shift C,Team 2
ORD-925664,SHP-00864,MUM,SKU-025,2025-01-03 01:09:41,2025-01-03 02:09:48,2025-01-03 04:23:08,2025-01-03 06:36:29,2025-01-03 07:56:49,2025-01-03 07:29:49,Shift C,Team 2
ORD-914423,SHP-00865,BLR,SKU-014,2024-11-25 00:31:33,2024-11-25 02:24:18,2024-11-25 04:34:59,2024-11-25 06:45:40,2024-11-25 09:22:10,2024-11-25 08:54:10,Shift A,Team 2
ORD-877690,SHP-00866,BLR,SKU-028,2024-10-21 01:23:03,2024-10-21 02:29:13,2024-10-21 04:46:13,2024-10-21 07:03:13,2024-10-21 09:34:06,2024-10-21 09:17:06,Shift C,Team 3
ORD-101972,SHP-00867,DEL,SKU-009,2024-11-04 00:35:33,2024-11-04 02:09:17,2024-11-04 03:14:13,2024-11-04 04:19:09,2024-11-04 08:57:44,2024-11-04 08:48:44,Shift B,Team 1
ORD-519899,SHP-00868,DEL,SKU-003,2025-01-15 01:06:27,2025-01-15 03:15:49,2025-01-15 04:26:15,2025-01-15 05:36:41,2025-01-15 08:52:35,2025-01-15 08:51:35,Shift C,Team 2
ORD-366847,SHP-00869,MUM,SKU-020,2025-01-13 01:22:37,2025-01-13 02:52:52,2025-01-13 04:44:40,2025-01-13 06:36:28,2025-01-13 09:13:08,2025-01-13 08:47:08,Shift C,Team 2
ORD-855356,SHP-00870,BLR,SKU-024,2024-12-12 01:25:43,2024-12-12 03:02:46,2024-12-12 04:42:12,2024-12-12 06:21:37,2024-12-12 09:23:05,2024-12-12 09:08:05,Shift C,Team 1
ORD-466267,SHP-00871,MUM,SKU-016,2025-01-17 00:30:28,2025-01-17 01:31:29,2025-01-17 02:59:30,2025-01-17 04:27:30,2025-01-17 08:47:32,2025-01-17 08:42:32,Shift C,Team 2
ORD-143767,SHP-00872,MUM,SKU-026,2024-11-09 01:15:04,2024-11-09 03:40:22,2024-11-09 05:56:49,2024-11-09 08:13:17,2024-11-09 09:51:45,2024-11-09 09:40:45,Shift C,Team 3
ORD-397167,SHP-00873,DEL,SKU-020,2024-09-05 00:31:02,2024-09-05 02:53:41,2024-09-05 04:56:52,2024-09-05 07:00:03,2024-09-05 07:15:04,2024-09-05 08:57:40,Shift B,Team 3
ORD-583896,SHP-00874,BLR,SKU-005,2024-11-27 01:18:46,2024-11-27 02:25:26,2024-11-27 03:42:58,2024-11-27 05:00:29,2024-11-27 07:29:22,2024-11-27 07:11:22,Shift A,Team 1
ORD-205668,SHP-00875,MUM,SKU-017,2024-09-21 01:22:17,2024-09-21 03:39:39,2024-09-21 05:52:24,2024-09-21 08:05:09,2024-09-21 07:09:23,2024-09-21 08:49:44,Shift A,Team 1
ORD-810729,SHP-00876,BLR,SKU-025,2024-11-30 01:22:22,2024-11-30 02:28:56,2024-11-30 04:52:32,2024-11-30 07:16:08,2024-11-30 08:33:59,2024-11-30 08:29:59,Shift A,Team 3
ORD-559621,SHP-00877,MUM,SKU-028,2024-09-25 01:12:58,2024-09-25 02:35:55,2024-09-25 03:36:32,2024-09-25 04:37:09,2024-09-25 07:12:17,2024-09-25 12:54:53,Shift C,Team 1
ORD-928980,SHP-00878,MUM,SKU-022,2024-11-21 00:40:52,2024-11-21 02:18:11,2024-11-21 04:46:03,2024-11-21 07:13:55,2024-11-21 07:05:54,2024-11-21 07:04:54,Shift C,Team 2
ORD-669372,SHP-00879,MUM,SKU-010,2024-11-13 01:29:40,2024-11-13 03:22:57,2024-11-13 05:37:40,2024-11-13 07:52:22,2024-11-13 08:17:16,2024-11-13 08:15:16,Shift B,Team 3
ORD-654698,SHP-00880,MUM,SKU-020,2024-12-17 00:40:04,2024-12-17 01:50:41,2024-12-17 03:29:32,2024-12-17 05:08:22,2024-12-17 07:11:25,2024-12-17 07:08:25,Shift B,Team 2
ORD-837815,SHP-00881,DEL,SKU-024,2024-11-03 01:10:02,2024-11-03 02:21:53,2024-11-03 04:22:01,2024-11-03 06:22:09,2024-11-03 07:41:24,2024-11-03 07:14:24,Shift A,Team 1
ORD-706392,SHP-00882,DEL,SKU-011,2024-11-01 01:06:31,2024-11-01 02:26:28,2024-11-01 03:31:48,2024-11-01 04:37:08,2024-11-01 08:45:04,2024-11-01 08:21:04,Shift A,Team 3
ORD-713812,SHP-00883,BLR,SKU-028,2024-10-16 00:59:43,2024-10-16 03:04:34,2024-10-16 04:16:47,2024-10-16 05:28:59,2024-10-16 07:27:06,2024-10-16 07:18:06,Shift B,Team 2
ORD-470085,SHP-00884,MUM,SKU-009,2024-12-08 01:18:57,2024-12-08 02:49:38,2024-12-08 04:28:22,2024-12-08 06:07:07,2024-12-08 08:30:52,2024-12-08 08:03:52,Shift A,Team 2
ORD-806537,SHP-00885,MUM,SKU-013,2024-11-14 01:18:55,2024-11-14 03:35:03,2024-11-14 05:54:23,2024-11-14 08:13:42,2024-11-14 08:53:59,2024-11-14 08:41:59,Shift B,Team 3
ORD-147684,SHP-00886,MUM,SKU-005,2024-10-14 01:21:36,2024-10-14 02:25:58,2024-10-14 03:51:54,2024-10-14 05:17:50,2024-10-14 07:29:23,2024-10-14 07:05:23,Shift B,Team 1
ORD-659917,SHP-00887,BLR,SKU-009,2024-11-06 00:32:56,2024-11-06 01:52:28,2024-11-06 03:30:28,2024-11-06 05:08:28,2024-11-06 08:12:53,2024-11-06 08:09:53,Shift C,Team 1
ORD-324008,SHP-00888,MUM,SKU-021,2024-11-14 01:26:29,2024-11-14 03:46:34,2024-11-14 05:55:45,2024-11-14 08:04:56,2024-11-14 09:14:29,2024-11-14 08:48:29,Shift A,Team 2
ORD-741824,SHP-00889,DEL,SKU-005,2024-12-08 00:32:33,2024-12-08 02:21:15,2024-12-08 03:28:02,2024-12-08 04:34:49,2024-12-08 09:43:15,2024-12-08 09:18:15,Shift A,Team 1
ORD-732921,SHP-00890,MUM,SKU-017,2024-11-28 01:16:27,2024-11-28 03:32:08,2024-11-28 04:56:43,2024-11-28 06:21:18,2024-11-28 07:47:27,2024-11-28 07:36:27,Shift B,Team 2
ORD-424802,SHP-00891,DEL,SKU-009,2024-09-04 00:31:47,2024-09-04 02:08:08,2024-09-04 04:01:18,2024-09-04 05:54:27,2024-09-04 09:13:14,2024-09-04 08:44:14,Shift C,Team 1
ORD-805033,SHP-00892,BLR,SKU-002,2024-10-29 01:00:05,2024-10-29 02:37:20,2024-10-29 03:49:12,2024-10-29 05:01:03,2024-10-29 07:47:12,2024-10-29 07:28:12,Shift A,Team 2
ORD-862503,SHP-00893,BLR,SKU-006,2024-09-15 01:03:27,2024-09-15 03:05:01,2024-09-15 05:02:25,2024-09-15 06:59:48,2024-09-15 08:02:42,2024-09-15 07:47:42,Shift C,Team 2
ORD-165594,SHP-00894,BLR,SKU-027,2024-11-11 00:45:28,2024-11-11 02:40:13,2024-11-11 04:04:54,2024-11-11 05:29:34,2024-11-11 08:59:43,2024-11-11 08:50:43,Shift C,Team 2
ORD-837771,SHP-00895,BLR,SKU-007,2024-09-26 01:07:13,2024-09-26 02:48:06,2024-09-26 05:05:27,2024-09-26 07:22:47,2024-09-26 09:43:23,2024-09-26 09:16:23,Shift C,Team 1
ORD-578441,SHP-00896,MUM,SKU-024,2024-09-03 00:41:25,2024-09-03 02:49:55,2024-09-03 04:37:57,2024-09-03 06:25:59,2024-09-03 09:15:29,2024-09-03 08:47:29,Shift C,Team 3
ORD-911785,SHP-00897,MUM,SKU-021,2025-01-05 01:06:02,2025-01-05 02:37:07,2025-01-05 03:41:09,2025-01-05 04:45:12,2025-01-05 09:34:12,2025-01-05 09:30:12,Shift C,Team 2
ORD-260817,SHP-00898,BLR,SKU-017,2024-10-17 01:01:27,2024-10-17 02:58:10,2024-10-17 04:09:16,2024-10-17 05:20:23,2024-10-17 09:01:00,2024-10-17 08:45:00,Shift B,Team 1
ORD-991080,SHP-00899,MUM,SKU-010,2024-10-17 00:49:12,2024-10-17 03:10:48,2024-10-17 04:22:56,2024-10-17 05:35:03,2024-10-17 09:03:32,2024-10-17 08:38:32,Shift B,Team 1
ORD-864893,SHP-00900,DEL,SKU-028,2024-10-20 00:56:45,2024-10-20 02:31:41,2024-10-20 03:42:34,2024-10-20 04:53:27,2024-10-20 07:24:40,2024-10-20 07:12:40,Shift B,Team 3
ORD-938776,SHP-00901,BLR,SKU-011,2024-11-07 00:56:07,2024-11-07 03:05:14,2024-11-07 04:33:00,2024-11-07 06:00:45,2024-11-07 07:48:36,2024-11-07 13:07:44,Shift A,Team 1
ORD-648499,SHP-00902,MUM,SKU-005,2024-09-15 01:05:40,2024-09-15 03:02:29,2024-09-15 05:13:14,2024-09-15 07:23:59,2024-09-15 08:57:05,2024-09-15 08:46:05,Shift B,Team 2
ORD-949606,SHP-00903,MUM,SKU-007,2024-12-19 00:52:42,2024-12-19 03:08:14,2024-12-19 05:15:22,2024-12-19 07:22:31,2024-12-19 07:53:09,2024-12-19 07:25:09,Shift A,Team 3
ORD-179229,SHP-00904,MUM,SKU-030,2024-09-12 00:51:50,2024-09-12 03:15:57,2024-09-12 05:41:37,2024-09-12 08:07:17,2024-09-12 09:09:01,2024-09-12 09:05:01,Shift B,Team 3
ORD-266793,SHP-00905,BLR,SKU-024,2025-01-16 00:46:24,2025-01-16 03:12:54,2025-01-16 04:43:31,2025-01-16 06:14:08,2025-01-16 09:13:41,2025-01-16 09:13:41,Shift B,Team 1
ORD-928079,SHP-00906,MUM,SKU-019,2025-01-22 01:01:15,2025-01-22 03:08:19,2025-01-22 04:55:20,2025-01-22 06:42:22,2025-01-22 08:48:02,2025-01-22 08:34:02,Shift C,Team 3
ORD-253875,SHP-00907,DEL,SKU-012,2024-12-24 00:40:47,2024-12-24 02:13:21,2024-12-24 04:29:47,2024-12-24 06:46:13,2024-12-24 07:27:02,2024-12-24 06:58:02,Shift B,Team 3
ORD-895054,SHP-00908,DEL,SKU-002,2024-12-19 01:13:55,2024-12-19 02:34:25,2024-12-19 03:52:20,2024-12-19 05:10:16,2024-12-19 09:09:25,2024-12-19 08:58:25,Shift B,Team 2
ORD-386102,SHP-00909,DEL,SKU-019,2025-01-16 01:25:06,2025-01-16 02:26:36,2025-01-16 04:21:44,2025-01-16 06:16:52,2025-01-16 07:41:23,2025-01-16 07:34:23,Shift B,Team 2
ORD-492990,SHP-00910,DEL,SKU-025,2025-02-04 00:38:57,2025-02-04 02:44:16,2025-02-04 04:48:16,2025-02-04 06:52:16,2025-02-04 07:15:20,2025-02-04 06:47:20,Shift C,Team 2
ORD-180122,SHP-00911,BLR,SKU-027,2024-10-17 01:04:43,2024-10-17 03:27:11,2024-10-17 05:47:12,2024-10-17 08:07:14,2024-10-17 07:19:37,2024-10-17 06:50:37,Shift A,Team 3
ORD-820930,SHP-00912,DEL,SKU-019,2024-12-19 01:11:54,2024-12-19 03:23:47,2024-12-19 04:49:05,2024-12-19 06:14:22,2024-12-19 09:42:36,2024-12-19 12:52:48,Shift C,Team 3
ORD-324216,SHP-00913,BLR,SKU-020,2024-10-19 00:43:20,2024-10-19 02:45:52,2024-10-19 04:57:53,2024-10-19 07:09:55,2024-10-19 09:31:42,2024-10-19 09:05:42,Shift B,Team 2
ORD-119178,SHP-00914,DEL,SKU-030,2024-11-17 00:58:54,2024-11-17 03:07:29,2024-11-17 04:21:05,2024-11-17 05:34:41,2024-11-17 07:08:07,2024-11-17 06:39:07,Shift C,Team 2
ORD-679460,SHP-00915,MUM,SKU-027,2024-09-13 00:36:53,2024-09-13 03:00:38,2024-09-13 04:13:53,2024-09-13 05:27:08,2024-09-13 08:28:34,2024-09-13 13:44:11,Shift C,Team 3
ORD-721923,SHP-00916,DEL,SKU-007,2025-02-02 01:24:04,2025-02-02 03:10:36,2025-02-02 04:55:48,2025-02-02 06:41:00,2025-02-02 09:52:49,2025-02-02 09:34:49,Shift A,Team 2
ORD-415525,SHP-00917,MUM,SKU-010,2024-12-07 00:52:58,2024-12-07 03:10:30,2024-12-07 04:25:08,2024-12-07 05:39:46,2024-12-07 09:58:48,2024-12-07 09:39:48,Shift A,Team 3
ORD-184170,SHP-00918,BLR,SKU-011,2024-09-05 01:15:17,2024-09-05 02:54:27,2024-09-05 04:13:59,2024-09-05 05:33:31,2024-09-05 08:30:42,2024-09-05 08:21:42,Shift B,Team 2
ORD-129256,SHP-00919,BLR,SKU-020,2024-09-16 01:16:34,2024-09-16 03:34:57,2024-09-16 05:52:58,2024-09-16 08:10:59,2024-09-16 09:18:06,2024-09-16 09:02:06,Shift A,Team 2
ORD-307960,SHP-00920,BLR,SKU-007,2024-09-29 01:27:01,2024-09-29 02:39:57,2024-09-29 04:47:21,2024-09-29 06:54:46,2024-09-29 09:28:18,2024-09-29 09:19:18,Shift A,Team 2
ORD-216698,SHP-00921,MUM,SKU-025,2024-09-09 00:47:43,2024-09-09 02:04:26,2024-09-09 04:01:58,2024-09-09 05:59:31,2024-09-09 07:21:00,2024-09-09 13:11:06,Shift A,Team 2
ORD-508071,SHP-00922,MUM,SKU-018,2024-12-31 01:10:46,2024-12-31 03:18:55,2024-12-31 05:08:44,2024-12-31 06:58:33,2024-12-31 09:57:16,2024-12-31 09:46:16,Shift A,Team 1
ORD-915488,SHP-00923,MUM,SKU-016,2025-02-16 00:43:49,2025-02-16 02:50:05,2025-02-16 04:06:53,2025-02-16 05:23:41,2025-02-16 07:28:35,2025-02-16 10:24:14,Shift B,Team 2
ORD-148454,SHP-00924,DEL,SKU-020,2024-09-25 00:58:22,2024-09-25 02:32:32,2024-09-25 04:06:38,2024-09-25 05:40:44,2024-09-25 07:23:07,2024-09-25 07:08:07,Shift C,Team 3
ORD-556644,SHP-00925,BLR,SKU-022,2025-01-26 00:47:57,2025-01-26 02:51:33,2025-01-26 05:06:03,2025-01-26 07:20:33,2025-01-26 09:10:07,2025-01-26 08:50:07,Shift A,Team 3
ORD-495540,SHP-00926,DEL,SKU-026,2024-09-04 00:58:21,2024-09-04 02:17:02,2024-09-04 04:18:36,2024-09-04 06:20:09,2024-09-04 09:09:01,2024-09-04 08:58:01,Shift A,Team 3
ORD-606653,SHP-00927,BLR,SKU-009,2024-12-25 01:06:15,2024-12-25 02:15:29,2024-12-25 04:25:26,2024-12-25 06:35:22,2024-12-25 08:11:18,2024-12-25 07:51:18,Shift B,Team 3
ORD-168870,SHP-00928,MUM,SKU-025,2025-02-17 00:32:04,2025-02-17 02:47:47,2025-02-17 04:51:51,2025-02-17 06:55:55,2025-02-17 07:46:14,2025-02-17 09:28:48,Shift C,Team 2
ORD-254436,SHP-00929,DEL,SKU-015,2024-09-29 01:08:08,2024-09-29 02:19:05,2024-09-29 04:31:34,2024-09-29 06:44:02,2024-09-29 09:45:57,2024-09-29 09:27:57,Shift A,Team 2
ORD-641217,SHP-00930,BLR,SKU-024,2024-10-27 01:17:18,2024-10-27 03:11:04,2024-10-27 05:34:54,2024-10-27 07:58:43,2024-10-27 08:23:02,2024-10-27 08:17:02,Shift B,Team 3
ORD-207980,SHP-00931,BLR,SKU-021,2024-10-29 00:42:48,2024-10-29 02:36:22,2024-10-29 04:31:29,2024-10-29 06:26:35,2024-10-29 09:25:56,2024-10-29 09:14:56,Shift C,Team 2
ORD-337175,SHP-00932,DEL,SKU-014,2024-12-12 00:43:36,2024-12-12 02:57:17,2024-12-12 05:17:08,2024-12-12 07:36:58,2024-12-12 09:47:54,2024-12-12 09:34:54,Shift C,Team 1
ORD-786126,SHP-00933,BLR,SKU-027,2025-02-04 01:20:31,2025-02-04 03:02:35,2025-02-04 04:10:53,2025-02-04 05:19:11,2025-02-04 09:14:20,2025-02-04 09:05:20,Shift B,Team 2
ORD-589966,SHP-00934,MUM,SKU-009,2024-11-03 00:43:34,2024-11-03 02:10:42,2024-11-03 04:04:40,2024-11-03 05:58:39,2024-11-03 09:08:03,2024-11-03 08:42:03,Shift B,Team 1
ORD-520770,SHP-00935,DEL,SKU-020,2024-09-03 01:03:05,2024-09-03 02:40:17,2024-09-03 03:46:29,2024-09-03 04:52:40,2024-09-03 08:31:11,2024-09-03 08:16:11,Shift A,Team 2
ORD-889296,SHP-00936,DEL,SKU-021,2024-09-11 01:00:42,2024-09-11 02:05:32,2024-09-11 04:09:29,2024-09-11 06:13:26,2024-09-11 09:38:52,2024-09-11 09:20:52,Shift A,Team 3
ORD-922741,SHP-00937,DEL,SKU-014,2024-12-02 01:05:26,2024-12-02 02:50:22,2024-12-02 04:13:19,2024-12-02 05:36:17,2024-12-02 09:55:58,2024-12-02 09:51:58,Shift B,Team 3
ORD-844127,SHP-00938,MUM,SKU-012,2024-12-17 00:59:27,2024-12-17 02:25:25,2024-12-17 04:43:29,2024-12-17 07:01:34,2024-12-17 07:37:55,2024-12-17 07:32:55,Shift B,Team 3
ORD-237036,SHP-00939,MUM,SKU-030,2025-01-03 00:41:10,2025-01-03 02:59:33,2025-01-03 04:28:29,2025-01-03 05:57:25,2025-01-03 09:47:17,2025-01-03 09:38:17,Shift B,Team 3
ORD-725143,SHP-00940,BLR,SKU-029,2024-11-01 00:57:01,2024-11-01 02:58:44,2024-11-01 05:26:59,2024-11-01 07:55:14,2024-11-01 09:38:06,2024-11-01 09:22:06,Shift B,Team 3
ORD-172510,SHP-00941,MUM,SKU-030,2024-09-10 00:43:06,2024-09-10 02:18:46,2024-09-10 04:00:28,2024-09-10 05:42:10,2024-09-10 09:10:09,2024-09-10 09:10:09,Shift C,Team 2
ORD-296952,SHP-00942,DEL,SKU-008,2024-12-01 00:57:32,2024-12-01 02:17:26,2024-12-01 03:52:05,2024-12-01 05:26:44,2024-12-01 09:56:45,2024-12-01 09:56:45,Shift B,Team 3
ORD-587112,SHP-00943,DEL,SKU-006,2025-01-19 00:30:13,2025-01-19 02:57:15,2025-01-19 04:31:14,2025-01-19 06:05:13,2025-01-19 07:29:10,2025-01-19 12:40:29,Shift A,Team 2
ORD-448246,SHP-00944,DEL,SKU-013,2024-09-26 00:37:12,2024-09-26 03:04:14,2024-09-26 05:15:06,2024-09-26 07:25:59,2024-09-26 07:22:52,2024-09-26 06:53:52,Shift A,Team 1
ORD-517305,SHP-00945,MUM,SKU-019,2024-12-02 00:42:45,2024-12-02 02:59:49,2024-12-02 04:37:12,2024-12-02 06:14:35,2024-12-02 07:29:42,2024-12-02 07:21:42,Shift C,Team 1
ORD-934551,SHP-00946,MUM,SKU-030,2024-10-21 01:15:45,2024-10-21 02:27:46,2024-10-21 03:51:18,2024-10-21 05:14:50,2024-10-21 08:47:45,2024-10-21 08:47:45,Shift A,Team 1
ORD-699142,SHP-00947,DEL,SKU-027,2024-11-15 01:24:22,2024-11-15 03:29:21,2024-11-15 05:01:45,2024-11-15 06:34:10,2024-11-15 09:30:56,2024-11-15 09:09:56,Shift C,Team 1
ORD-577621,SHP-00948,DEL,SKU-001,2024-12-22 01:15:37,2024-12-22 03:36:38,2024-12-22 05:12:43,2024-12-22 06:48:48,2024-12-22 07:05:50,2024-12-22 06:54:50,Shift B,Team 2
ORD-983993,SHP-00949,BLR,SKU-029,2024-12-15 01:29:18,2024-12-15 02:37:49,2024-12-15 03:56:01,2024-12-15 05:14:14,2024-12-15 07:47:37,2024-12-15 11:09:34,Shift C,Team 1
ORD-485935,SHP-00950,MUM,SKU-011,2025-01-17 01:13:37,2025-01-17 03:05:39,2025-01-17 05:35:38,2025-01-17 08:05:36,2025-01-17 09:53:59,2025-01-17 09:26:59,Shift C,Team 1
ORD-301456,SHP-00951,BLR,SKU-023,2024-11-20 01:17:54,2024-11-20 02:49:32,2024-11-20 04:03:23,2024-11-20 05:17:15,2024-11-20 07:21:18,2024-11-20 06:58:18,Shift C,Team 3
ORD-528084,SHP-00952,MUM,SKU-006,2025-01-06 00:44:06,2025-01-06 02:34:15,2025-01-06 03:42:12,2025-01-06 04:50:09,2025-01-06 07:03:24,2025-01-06 06:40:24,Shift B,Team 2
ORD-442120,SHP-00953,DEL,SKU-023,2024-09-17 01:26:16,2024-09-17 03:37:18,2024-09-17 05:00:01,2024-09-17 06:22:44,2024-09-17 07:17:04,2024-09-17 06:54:04,Shift A,Team 2
ORD-366045,SHP-00954,BLR,SKU-005,2024-10-30 00:50:16,2024-10-30 02:21:44,2024-10-30 03:54:16,2024-10-30 05:26:48,2024-10-30 08:39:26,2024-10-30 08:28:26,Shift B,Team 3
ORD-840313,SHP-00955,BLR,SKU-024,2024-10-01 01:04:21,2024-10-01 02:27:35,2024-10-01 03:34:10,2024-10-01 04:40:46,2024-10-01 08:43:17,2024-10-01 08:40:17,Shift B,Team 1
ORD-870079,SHP-00956,MUM,SKU-022,2024-09-23 00:42:30,2024-09-23 02:59:17,2024-09-23 04:16:42,2024-09-23 05:34:06,2024-09-23 08:00:33,2024-09-23 07:45:33,Shift A,Team 2
ORD-902325,SHP-00957,MUM,SKU-008,2024-12-20 00:53:59,2024-12-20 02:32:28,2024-12-20 04:16:47,2024-12-20 06:01:06,2024-12-20 08:42:13,2024-12-20 08:25:13,Shift A,Team 1
ORD-190996,SHP-00958,DEL,SKU-006,2025-01-21 00:55:30,2025-01-21 02:14:17,2025-01-21 04:24:05,2025-01-21 06:33:53,2025-01-21 07:46:13,2025-01-21 07:28:13,Shift C,Team 2
ORD-765621,SHP-00959,BLR,SKU-012,2024-09-18 00:50:45,2024-09-18 03:00:27,2024-09-18 05:30:05,2024-09-18 07:59:43,2024-09-18 08:38:35,2024-09-18 08:29:35,Shift C,Team 3
ORD-112514,SHP-00960,BLR,SKU-020,2024-10-09 00:40:44,2024-10-09 02:51:32,2024-10-09 05:08:29,2024-10-09 07:25:26,2024-10-09 08:49:24,2024-10-09 08:24:24,Shift A,Team 2
ORD-616719,SHP-00961,DEL,SKU-020,2025-01-30 00:59:24,2025-01-30 02:35:56,2025-01-30 04:08:38,2025-01-30 05:41:20,2025-01-30 07:16:54,2025-01-30 06:57:54,Shift B,Team 1
ORD-301584,SHP-00962,DEL,SKU-027,2024-11-26 00:36:22,2024-11-26 02:04:05,2024-11-26 04:31:07,2024-11-26 06:58:09,2024-11-26 07:33:01,2024-11-26 07:25:01,Shift A,Team 2
ORD-159751,SHP-00963,BLR,SKU-023,2025-01-12 00:59:57,2025-01-12 02:14:01,2025-01-12 03:20:44,2025-01-12 04:27:27,2025-01-12 08:48:40,2025-01-12 08:21:40,Shift C,Team 2
ORD-832584,SHP-00964,DEL,SKU-001,2024-12-13 01:13:34,2024-12-13 03:39:08,2024-12-13 04:47:53,2024-12-13 05:56:38,2024-12-13 09:19:55,2024-12-13 11:12:27,Shift B,Team 1
ORD-511209,SHP-00965,MUM,SKU-006,2024-09-11 00:57:36,2024-09-11 02:52:07,2024-09-11 04:20:11,2024-09-11 05:48:15,2024-09-11 09:24:07,2024-09-11 08:54:07,Shift B,Team 3
ORD-761857,SHP-00966,MUM,SKU-006,2024-12-21 00:35:22,2024-12-21 03:03:41,2024-12-21 04:46:59,2024-12-21 06:30:18,2024-12-21 09:45:59,2024-12-21 09:26:59,Shift C,Team 3
ORD-569990,SHP-00967,DEL,SKU-013,2024-10-23 01:26:18,2024-10-23 03:00:35,2024-10-23 05:00:33,2024-10-23 07:00:31,2024-10-23 07:32:40,2024-10-23 07:11:40,Shift B,Team 3
ORD-684426,SHP-00968,MUM,SKU-002,2024-10-29 00:53:39,2024-10-29 01:57:43,2024-10-29 03:14:01,2024-10-29 04:30:20,2024-10-29 07:32:37,2024-10-29 07:11:37,Shift B,Team 2
ORD-799642,SHP-00969,BLR,SKU-014,2025-02-15 00:40:24,2025-02-15 02:13:09,2025-02-15 04:25:00,2025-02-15 06:36:52,2025-02-15 08:18:59,2025-02-15 08:10:59,Shift B,Team 1
ORD-335343,SHP-00970,MUM,SKU-021,2024-10-03 01:24:40,2024-10-03 03:20:30,2024-10-03 05:02:43,2024-10-03 06:44:55,2024-10-03 09:15:31,2024-10-03 08:46:31,Shift B,Team 2
ORD-715642,SHP-00971,BLR,SKU-004,2024-11-12 01:10:55,2024-11-12 03:06:32,2024-11-12 04:20:40,2024-11-12 05:34:47,2024-11-12 08:24:02,2024-11-12 08:03:02,Shift C,Team 2
